INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
21-000003,1396,S1,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/01/2021 12:30:00 AM,Friday,Knife/Cutting Instrument,300 BLOCK ROBEY PL SE,January
21-000007,1313,N4,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 12:31:36 AM,Friday,Personal Weapons,700 BLOCK SPRING AV NE,January
21-000018,5216,N8,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,THREAT TO BURN,01/01/2021 01:22:57 AM,Friday,None,0 BLOCK BATAVIA PL NE,January
21-000022,1313,W6,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 01:32:07 AM,Friday,Personal Weapons,1200 BLOCK CALIFORNIA ST NW,January
21-000027,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 01:59:38 AM,Friday,Personal Weapons,0 BLOCK BAYLIS ST SW,January
21-000029,1399,W2,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT (OTHER),01/01/2021 02:00:00 AM,Friday,Personal Weapons,500 BLOCK MARSH RIDGE DR NW,January
21-000030,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 02:14:41 AM,Friday,Personal Weapons,2900 BLOCK MARSHALL AV SE,January
21-000038,1302,E4,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,01/01/2021 02:50:12 AM,Friday,Knife/Cutting Instrument,2400 BLOCK TIMBERBROOK DR SE,January
21-000048,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 03:36:29 AM,Friday,Personal Weapons,400 BLOCK BENSON AV NE,January
21-000049,1306,S6,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM STRONG ARM,01/01/2021 04:00:00 AM,Friday,Asphyxiation,1100 BLOCK HALL ST SE,January
21-000065,1303,S6,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY STRONG ARM,01/01/2021 05:52:37 AM,Friday,Personal Weapons,900 BLOCK ADAMS ST SE,January
21-000085,1177,N2,North,11007,Sexual Contact Forcible CSC 2nd,Fondling,Crimes Against Person,Sex Offenses,CSC 2ND DEGREE - FORCIBLE CONTACT,01/01/2021 09:48:28 AM,Friday,None,100 BLOCK TRAVIS ST NE,January
21-000097,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 11:07:26 AM,Friday,Personal Weapons,1200 BLOCK MADISON AV SE,January
21-000103,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 10:50:00 AM,Friday,Other,300 BLOCK FOUNTAIN ST NE,January
21-000121,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 12:29:37 PM,Friday,Personal Weapons,3200 BLOCK PLAINFIELD AV NE,January
21-000113,1302,E5,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,01/01/2021 01:11:33 PM,Friday,Personal Weapons,4000 BLOCK KALAMAZOO AV SE,January
21-000131,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 02:57:50 PM,Friday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-000162,1313,S5,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 05:03:13 PM,Friday,Other,800 BLOCK EASTERN AV SE,January
21-000189,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/01/2021 08:43:22 PM,Friday,Personal Weapons,1500 BLOCK TENBY CT NE,January
21-000205,1396,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/01/2021 08:44:05 PM,Friday,Asphyxiation,100 BLOCK LEXINGTON AV NW,January
21-000236,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 12:47:22 AM,Saturday,Personal Weapons,100 BLOCK DIVISION AV,January
21-000251,1396,N3,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/02/2021 02:09:18 AM,Saturday,Personal Weapons,1000 BLOCK LAFAYETTE AV NE,January
21-000254,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 02:50:07 AM,Saturday,Personal Weapons,900 BLOCK PRINCE ST SE,January
21-000272,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 06:33:51 AM,Saturday,Personal Weapons,800 BLOCK HUMBOLT ST SE,January
21-000345,1380,C2,Central,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",01/02/2021 04:10:15 PM,Saturday,None,100 BLOCK RANSOM AV NE,January
21-000348,1313,E2,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 04:12:10 PM,Saturday,Personal Weapons,800 BLOCK 28TH ST SE,January
21-000372,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 06:53:30 PM,Saturday,Personal Weapons,800 BLOCK SHELDON AV SE,January
21-000389,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 07:44:48 PM,Saturday,Personal Weapons,1100 BLOCK MCREYNOLDS AV NW,January
21-000431,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 10:32:22 PM,Saturday,Personal Weapons,100 BLOCK LAWRENCE ST NE,January
21-000436,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/02/2021 11:05:14 PM,Saturday,Personal Weapons,2000 BLOCK DIVISION AV,January
21-000467,1399,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT (OTHER),01/03/2021 01:56:59 AM,Sunday,Other,WEALTHY ST SW & FRONT AV SW,January
21-000484,1304,W3,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/03/2021 04:50:07 AM,Sunday,Handgun,1100 BLOCK JENNETTE AV NW,January
21-000508,1304,E5,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/03/2021 10:10:40 AM,Sunday,Handgun,2900 BLOCK MARSHALL AV SE,January
21-000511,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 04:00:00 AM,Sunday,Personal Weapons,1800 BLOCK COIT AV NE,January
21-000522,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 11:35:03 AM,Sunday,Personal Weapons,100 BLOCK LAWRENCE ST NE,January
21-000537,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 01:42:00 PM,Sunday,Personal Weapons,4400 BLOCK NORMAN DR SE,January
21-000540,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 02:17:18 PM,Sunday,Personal Weapons,800 BLOCK LEONARD ST NW,January
21-000550,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 03:26:12 PM,Sunday,Personal Weapons,100 BLOCK GRANDVILLE AV SW,January
21-000555,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 04:02:59 PM,Sunday,Personal Weapons,1300 BLOCK FULLER AV NE,January
21-000574,1397,E8,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT WITH INTENT TO MURDER,01/03/2021 06:51:25 PM,Sunday,Firearm (type unknown),300 BLOCK FOX ST SW,January
21-000586,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 07:33:23 PM,Sunday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-000588,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 07:44:21 PM,Sunday,Personal Weapons,300 BLOCK COMMERCE AV SW,January
21-000603,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 09:50:23 PM,Sunday,Personal Weapons,600 BLOCK WATKINS ST SE,January
21-000617,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 10:47:21 PM,Sunday,Personal Weapons,1900 BLOCK BAYOU CT NE,January
21-000624,911,W4,West,9001,Murder/Non-Negligent Manslaughter,Murder and Non-Negligent Manslaughter,Crimes Against Person,Homicide Offenses,WILLFUL KILLING - GUN,01/03/2021 11:45:59 PM,Sunday,Handgun,1200 BLOCK ALPINE AV NW,January
21-000575,1304,E1,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/03/2021 06:58:34 PM,Sunday,Handgun,300 BLOCK BURTON ST SE,January
21-000728,1382,N7,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,STALKING (MISDEMEANOR),01/04/2021 12:00:00 AM,Monday,None,300 BLOCK FOUNTAIN ST NE,January
21-000748,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/04/2021 04:41:04 PM,Monday,Personal Weapons,1300 BLOCK ELIZABETH AV NW,January
21-000749,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/04/2021 04:49:43 PM,Monday,Personal Weapons,1100 BLOCK NELAND AV SE,January
21-000782,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/04/2021 07:41:54 PM,Monday,Personal Weapons,300 BLOCK DIVISION AV,January
21-000795,1305,S7,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/04/2021 08:40:31 PM,Monday,Blunt Object,400 BLOCK DIVISION AV,January
21-000796,1399,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT (OTHER),01/04/2021 08:53:08 PM,Monday,Blunt Object,COMMERCE AV SW & WILLIAMS ST SW,January
21-000807,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/04/2021 09:42:06 PM,Monday,Personal Weapons,300 BLOCK PARIS AV SE,January
21-000835,1313,W6,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/05/2021 12:33:00 AM,Tuesday,Personal Weapons,300 BLOCK FRONT AV NW,January
21-000864,1302,E8,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,01/05/2021 04:03:53 AM,Tuesday,Knife/Cutting Instrument,2000 BLOCK DIVISION AV,January
21-000870,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/03/2021 09:00:00 AM,Sunday,Personal Weapons,2000 BLOCK DIVISION AV,January
21-000880,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/05/2021 07:55:00 AM,Tuesday,Personal Weapons,3700 BLOCK SENORA AV SE,January
21-000891,1305,S4,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/05/2021 09:22:05 AM,Tuesday,Blunt Object,1400 BLOCK LINDEN AV SE,January
21-000895,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/05/2021 09:49:42 AM,Tuesday,Personal Weapons,4TH ST NW & DAVIS AV NW,January
21-000896,1380,N3,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",01/05/2021 09:45:00 AM,Tuesday,None,1000 BLOCK COLLEGE AV NE,January
21-000979,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/05/2021 04:33:39 PM,Tuesday,Personal Weapons,900 BLOCK TEMPLE ST SE,January
21-001005,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/05/2021 07:04:33 PM,Tuesday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-001041,1305,E6,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/05/2021 10:58:54 PM,Tuesday,Knife/Cutting Instrument,4000 BLOCK KALAMAZOO AV SE,January
21-001054,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/05/2021 11:58:26 PM,Tuesday,Personal Weapons,900 BLOCK PASTICHE DR SE,January
21-001058,1396,W5,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/06/2021 12:09:13 AM,Wednesday,Unknown,600 BLOCK BRIDGE ST NW,January
21-001071,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/06/2021 01:50:52 AM,Wednesday,Personal Weapons,200 BLOCK BARNETT ST NE,January
21-001084,1396,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/06/2021 05:00:00 AM,Wednesday,Knife/Cutting Instrument,300 BLOCK COMMERCE AV SW,January
21-001181,1380,S1,South,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",01/06/2021 07:30:00 AM,Wednesday,None,300 BLOCK DONALD PL SE,January
21-001182,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/06/2021 04:20:54 PM,Wednesday,Personal Weapons,1600 BLOCK LEONARD ST NE,January
21-001231,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/06/2021 08:25:12 PM,Wednesday,Personal Weapons,2300 BLOCK MADISON AV SE,January
21-001234,1305,W3,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/06/2021 08:15:00 PM,Wednesday,Motor Vehicle/Vessel,1200 BLOCK WALKER AV NW,January
21-001235,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/06/2021 08:57:08 PM,Wednesday,Personal Weapons,1200 BLOCK 4TH ST NW,January
21-001272,1313,W6,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/06/2021 11:25:00 PM,Wednesday,Personal Weapons,100 BLOCK GOLD AV SW,January
21-001274,1396,W3,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/06/2021 11:51:01 PM,Wednesday,Asphyxiation,1400 BLOCK POWERS AV NW,January
21-001304,1396,S6,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/07/2021 02:58:32 AM,Thursday,Blunt Object,900 BLOCK EASTERN AV SE,January
21-001311,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/07/2021 02:58:00 AM,Thursday,Personal Weapons,900 BLOCK EASTERN AV SE,January
21-001323,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/07/2021 06:39:34 AM,Thursday,Personal Weapons,1600 BLOCK MASON ST NE,January
21-001327,1305,E5,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/07/2021 07:04:19 AM,Thursday,Other,1500 BLOCK 28TH ST SE,January
21-001356,1399,E4,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT (OTHER),01/07/2021 05:00:00 AM,Thursday,Personal Weapons,3800 BLOCK ROWLAND AV SE,January
21-001370,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/07/2021 12:07:20 PM,Thursday,Personal Weapons,3200 BLOCK PLAINFIELD AV NE,January
21-001417,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/07/2021 04:18:12 PM,Thursday,Personal Weapons,200 BLOCK JEFFERSON AV SE,January
21-001419,1302,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,01/07/2021 04:30:00 PM,Thursday,Knife/Cutting Instrument,100 BLOCK LEXINGTON AV NW,January
21-001425,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/07/2021 05:28:43 PM,Thursday,Personal Weapons,2000 BLOCK STONEBROOK CC NE,January
21-001458,1172,C3,Central,11002,Sexual Penetration Penis/Vagina CSC 3rd,Rape,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION PENIS/VAGINA,01/05/2021 07:00:00 PM,Tuesday,Personal Weapons,200 BLOCK JEFFERSON AV SE,January
21-001461,1396,W4,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/07/2021 08:14:56 PM,Thursday,Asphyxiation,1500 BLOCK HAMILTON AV NW,January
21-001468,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/07/2021 09:02:47 PM,Thursday,Personal Weapons,1300 BLOCK ABERDEEN ST NE,January
21-001500,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 01:28:53 AM,Friday,Personal Weapons,1800 BLOCK STONEBROOK DR NE,January
21-001505,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 01:13:19 AM,Friday,Personal Weapons,800 BLOCK ISABELLA CT SE,January
21-001519,1302,S4,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,01/08/2021 03:01:51 AM,Friday,Motor Vehicle/Vessel,800 BLOCK ISABELLA CT SE,January
21-001578,1301,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - GUN,01/08/2021 12:22:04 PM,Friday,Handgun,300 BLOCK FRANKLIN ST SE,January
21-001588,1313,E3,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 01:47:00 PM,Friday,Personal Weapons,3200 BLOCK BAKER PARK DR SE,January
21-001623,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 04:15:26 PM,Friday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-001618,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 04:15:26 PM,Friday,Personal Weapons,300 BLOCK IONIA AV SW,January
21-001627,1385,E5,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Other Electronic, Harass/Threat",01/08/2021 03:00:00 PM,Friday,None,1300 BLOCK 44TH ST SE,January
21-001575,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 12:05:00 PM,Friday,Personal Weapons,1800 BLOCK COLLEGE AV SE,January
21-001614,1385,E4,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Other Electronic, Harass/Threat",01/08/2021 04:05:00 PM,Friday,None,2600 BLOCK INVERNESS RD SE,January
21-001621,1178,N2,North,11008,Sexual Contact Forcible CSC 4th,Fondling,Crimes Against Person,Sex Offenses,CSC 4TH DEGREE - FORCIBLE CONTACT,01/05/2021 10:00:00 PM,Tuesday,None,2200 BLOCK MONROE AV NW,January
21-001641,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 06:30:43 PM,Friday,Personal Weapons,800 BLOCK ALEXANDER ST SE,January
21-001659,1371,E1,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,MURDER ATTEMPT,01/08/2021 08:25:00 PM,Friday,Firearm (type unknown),DICKINSON ST SE & LAFAYETTE AV SE,January
21-001684,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 09:20:54 PM,Friday,Personal Weapons,1700 BLOCK WILLARD AV SE,January
21-001719,1313,S1,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/07/2021 01:55:00 PM,Thursday,Personal Weapons,0 BLOCK DWIGHT AV SE,January
21-001757,1396,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/09/2021 02:51:36 AM,Saturday,Personal Weapons,1000 BLOCK CASS AV SE,January
21-001758,1304,W2,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,01/09/2021 03:42:30 AM,Saturday,Shotgun,900 BLOCK WALKER AV NW,January
21-001768,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 05:28:00 AM,Saturday,Personal Weapons,1600 BLOCK DIAMOND AV NE,January
21-001797,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 10:37:32 AM,Saturday,Personal Weapons,400 BLOCK SEWARD AV NW,January
21-001801,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 10:50:00 AM,Saturday,Personal Weapons,400 BLOCK CHERRY ST SE,January
21-001813,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 12:13:10 PM,Saturday,Other,CUTLER ST SW & DIVISION AV,January
21-001824,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 02:01:36 PM,Saturday,Personal Weapons,2500 BLOCK BELTLINE AV SE,January
21-001832,1313,S5,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 02:54:50 PM,Saturday,Personal Weapons,1000 BLOCK WEALTHY ST SE,January
21-001836,1313,S5,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/08/2021 02:00:00 AM,Friday,Personal Weapons,1000 BLOCK WEALTHY ST SE,January
21-001846,1313,S8,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 03:42:29 PM,Saturday,Personal Weapons,1100 BLOCK KENSINGTON AV SW,January
21-001865,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 05:54:54 PM,Saturday,Personal Weapons,900 BLOCK FRONT AV NW,January
21-001915,1305,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,01/09/2021 08:41:00 PM,Saturday,Knife/Cutting Instrument,300 BLOCK FRONT AV SW,January
21-001951,1396,S4,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,01/09/2021 11:17:26 PM,Saturday,Asphyxiation,800 BLOCK COLLEGE AV SE,January
21-001955,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/09/2021 11:43:01 PM,Saturday,Personal Weapons,0 BLOCK OTTAWA AV SW,January
21-001964,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,01/10/2021 12:26:20 AM,Sunday,Personal Weapons,0 BLOCK WILLIAMS ST SW,January
