INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
23-013776,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/10/2023 01:17:00 AM,Friday,Personal Weapons,PLAINFIELD AV NE & DALE ST NE,March
23-013658,1313,E2,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/09/2023 12:39:51 PM,Thursday,Other,2200 BLOCK NELSON AV SE,March
23-013779,1396,E2,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,03/10/2023 03:52:00 AM,Friday,Asphyxiation,1100 BLOCK MERRIFIELD ST SE,March
23-013788,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/10/2023 06:18:03 AM,Friday,Personal Weapons,1000 BLOCK BENJAMIN AV SE,March
23-013799,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/10/2023 07:57:21 AM,Friday,Personal Weapons,800 BLOCK SHELDON AV SE,March
23-013843,1304,W3,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,03/10/2023 12:32:31 PM,Friday,Handgun,WALKER AV NW & GARFIELD AV NW,March
23-013901,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/10/2023 06:10:32 PM,Friday,Other,100 BLOCK UNION AV NE,March
23-013840,1380,N3,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/10/2023 12:00:00 PM,Friday,None,500 BLOCK COIT AV NE,March
23-013944,1302,W5,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,03/10/2023 10:37:19 PM,Friday,Motor Vehicle/Vessel,700 BLOCK JACKSON ST NW,March
23-013969,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/11/2023 01:36:19 AM,Saturday,Personal Weapons,600 BLOCK BRIDGE ST NW,March
23-013971,1313,W6,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/11/2023 01:39:00 AM,Saturday,Personal Weapons,1000 BLOCK FULTON ST,March
23-013993,1302,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,03/11/2023 03:49:00 AM,Saturday,Knife/Cutting Instrument,200 BLOCK LANE AV SW,March
23-014010,1171,W3,West,11001,Sexual Penetration Penis/Vagina CSC 1st,Rape,Crimes Against Person,Sex Offenses,CSC 1ST - SEXUAL PENETRATION PENIS/VAGINA,03/11/2023 08:47:08 AM,Saturday,Personal Weapons,900 BLOCK COURTNEY ST NW,March
23-014037,1396,S6,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,03/11/2023 11:58:38 AM,Saturday,Asphyxiation,800 BLOCK ALEXANDER ST SE,March
23-014097,1396,S5,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,03/11/2023 07:41:24 PM,Saturday,Asphyxiation,900 BLOCK SIGSBEE ST SE,March
23-014101,1172,S7,South,11002,Sexual Penetration Penis/Vagina CSC 3rd,Rape,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION PENIS/VAGINA,03/11/2023 08:01:09 PM,Saturday,Personal Weapons,SYCAMORE ST SE & DIVISION AV,March
23-014109,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/11/2023 09:09:19 PM,Saturday,Personal Weapons,900 BLOCK CASS AV SE,March
23-014118,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/11/2023 10:09:03 PM,Saturday,Personal Weapons,4400 BLOCK NORMAN DR SE,March
23-014127,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/11/2023 11:40:22 PM,Saturday,Personal Weapons,800 BLOCK 5TH ST NW,March
23-014147,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/12/2023 01:42:36 AM,Sunday,Other,400 BLOCK CHERRY ST SE,March
23-014160,1313,E3,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/12/2023 04:52:24 AM,Sunday,Unknown,2900 BLOCK NEWTON AV SE,March
23-014188,1313,E7,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/12/2023 10:37:52 AM,Sunday,Personal Weapons,600 BLOCK CORDELIA ST SW,March
23-014196,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/12/2023 11:24:00 AM,Sunday,Personal Weapons,0 BLOCK WESTON ST SW,March
23-014230,1380,E5,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/12/2023 02:51:00 PM,Sunday,None,3700 BLOCK TALLMAN AV SE,March
23-014265,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/12/2023 09:05:00 PM,Sunday,Personal Weapons,OTTAWA AV NW & PEARL ST NW,March
23-014304,1397,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT WITH INTENT TO MURDER,03/13/2023 12:00:00 AM,Monday,Firearm (type unknown),NORTH AV NE & LEONARD ST NE,March
23-014318,1396,N3,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,03/13/2023 12:00:00 AM,Monday,Knife/Cutting Instrument,800 BLOCK COIT AV NE,March
23-014327,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/13/2023 07:49:31 AM,Monday,Personal Weapons,1000 BLOCK WIDDICOMB AV NW,March
23-014339,1178,E8,East,11008,Sexual Contact Forcible CSC 4th,Fondling,Crimes Against Person,Sex Offenses,CSC 4TH DEGREE - FORCIBLE CONTACT,03/13/2023 09:00:00 AM,Monday,Personal Weapons,2200 BLOCK PALACE AV SW,March
23-013825,1313,C1,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,02/27/2023 12:00:00 PM,Monday,None,600 BLOCK BOND AV NW,February
23-014356,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/12/2023 06:30:00 AM,Sunday,Personal Weapons,1100 BLOCK 4TH ST NW,March
23-014366,1177,W3,West,11007,Sexual Contact Forcible CSC 2nd,Fondling,Crimes Against Person,Sex Offenses,CSC 2ND DEGREE - FORCIBLE CONTACT,02/01/2023 11:59:00 PM,Wednesday,None,1100 BLOCK JENNETTE AV NW,February
23-014371,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/13/2023 12:00:00 PM,Monday,Personal Weapons,800 BLOCK OAKDALE ST SE,March
23-014388,1380,S2,South,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/13/2023 02:45:00 PM,Monday,None,1400 BLOCK ROBINSON RD SE,March
23-014395,1380,E1,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/12/2023 03:59:00 PM,Sunday,None,100 BLOCK ROSEMARY ST SE,March
23-014427,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/13/2023 06:42:23 PM,Monday,Personal Weapons,4300 BLOCK KALAMAZOO AV SE,March
23-014453,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/13/2023 09:56:33 PM,Monday,Personal Weapons,900 BLOCK ALPINE AV NW,March
23-014456,1304,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,03/13/2023 09:56:32 PM,Monday,Handgun,200 BLOCK NATIONAL AV SW,March
23-014469,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/13/2023 11:19:56 PM,Monday,Personal Weapons,2900 BLOCK MARSHALL AV SE,March
23-014468,1173,W4,West,11003,Sexual penetration Oral/Anal CSC 1st,Sodomy,Crimes Against Person,Sex Offenses,CSC 1ST -SEXUAL PENETRATION ORAL/ANAL,03/13/2023 11:15:08 PM,Monday,Personal Weapons,1500 BLOCK QUARRY AV NW,March
23-014478,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 01:15:00 AM,Tuesday,Personal Weapons,400 BLOCK HOWARD ST SE,March
23-014480,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 01:03:30 AM,Tuesday,Personal Weapons,1600 BLOCK ALPINE AV NW,March
23-014488,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 02:01:00 AM,Tuesday,Personal Weapons,0 BLOCK DEAN ST NW,March
23-014492,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 02:33:07 AM,Tuesday,Personal Weapons,1000 BLOCK SHELDON AV SE,March
23-014437,1306,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM STRONG ARM,03/13/2023 07:46:10 PM,Monday,Personal Weapons,100 BLOCK SHELDON AV SE,March
23-014439,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/13/2023 07:38:38 PM,Monday,Personal Weapons,100 BLOCK SHELDON AV SE,March
23-014528,1376,E2,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",03/14/2023 10:24:50 AM,Tuesday,None,900 BLOCK ALGER ST SE,March
23-014532,1313,S8,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 11:05:00 AM,Tuesday,Personal Weapons,900 BLOCK OAKLAND AV SW,March
23-014537,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 11:35:00 AM,Tuesday,Personal Weapons,400 BLOCK 5TH ST NW,March
23-014545,1313,E3,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 12:49:19 PM,Tuesday,Personal Weapons,2900 BLOCK KALAMAZOO AV SE,March
23-014559,1305,W5,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,03/14/2023 01:51:03 PM,Tuesday,Knife/Cutting Instrument,300 BLOCK STRAIGHT AV NW,March
23-014568,1376,W4,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",03/14/2023 02:23:02 PM,Tuesday,None,1400 BLOCK DAVIS AV NW,March
23-014580,1302,E2,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,03/14/2023 02:53:13 PM,Tuesday,Knife/Cutting Instrument,800 BLOCK ARDMORE ST SE,March
23-014573,1380,C1,Central,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/14/2023 02:30:00 PM,Tuesday,None,1100 BLOCK MONROE AV NW,March
23-014619,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 07:12:12 PM,Tuesday,Other,0 BLOCK OTTAWA AV NW,March
23-014616,1172,S3,South,11002,Sexual Penetration Penis/Vagina CSC 3rd,Rape,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION PENIS/VAGINA,03/14/2023 07:05:21 PM,Tuesday,Personal Weapons,1000 BLOCK SHELDON AV SE,March
23-014634,1396,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,03/14/2023 08:40:28 PM,Tuesday,Personal Weapons,300 BLOCK STRAIGHT AV SW,March
23-014646,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 09:43:05 PM,Tuesday,Personal Weapons,2500 BLOCK MULFORD CT SE,March
23-014648,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 10:09:25 PM,Tuesday,Personal Weapons,600 BLOCK BRIDGE ST NW,March
23-014650,1313,S7,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 10:04:16 PM,Tuesday,Other,0 BLOCK RENA ST SW,March
23-014655,1304,S7,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,03/14/2023 10:59:32 PM,Tuesday,Handgun,700 BLOCK DIVISION AV,March
23-014665,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/14/2023 11:52:32 PM,Tuesday,Personal Weapons,1000 BLOCK CASS AV SE,March
23-014701,1304,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,03/15/2023 05:01:19 AM,Wednesday,Handgun,300 BLOCK COMMERCE AV SW,March
23-014767,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/15/2023 11:30:22 AM,Wednesday,Personal Weapons,1500 BLOCK COLORADO AV SE,March
23-014798,1313,S8,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/15/2023 01:20:16 PM,Wednesday,Personal Weapons,300 BLOCK MARTIN LUTHER KING JR ST SW,March
23-014804,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/15/2023 01:47:07 PM,Wednesday,Personal Weapons,200 BLOCK CARRIER ST NE,March
23-014823,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/15/2023 03:09:26 PM,Wednesday,Personal Weapons,DIVISION AV  & WESTON ST SW,March
23-014834,1376,E2,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",03/15/2023 04:10:23 PM,Wednesday,None,900 BLOCK ALGER ST SE,March
23-014886,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/15/2023 08:27:42 PM,Wednesday,Personal Weapons,200 BLOCK JEFFERSON AV SE,March
23-014887,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/15/2023 08:29:42 PM,Wednesday,Personal Weapons,1700 BLOCK LAFAYETTE AV NE,March
23-014975,1313,E2,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 09:46:59 AM,Thursday,Personal Weapons,2300 BLOCK KALAMAZOO AV SE,March
23-014980,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 09:30:00 AM,Thursday,Other,200 BLOCK BURTON ST SE,March
23-015056,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 03:26:05 PM,Thursday,Personal Weapons,2200 BLOCK MAY AV SW,March
23-015065,1376,E5,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",03/16/2023 04:10:11 PM,Thursday,None,3700 BLOCK POINSETTIA AV SE,March
23-015077,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 06:00:23 PM,Thursday,Personal Weapons,900 BLOCK MARTIN LUTHER KING JR ST SE,March
23-015078,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 06:01:57 PM,Thursday,Personal Weapons,1000 BLOCK BRIDGE ST NW,March
23-015073,1174,W5,West,11004,Sexual Penetration Oral/Anal CSC 3rd,Sodomy,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION ORAL/ANAL,03/16/2023 06:03:21 PM,Thursday,None,600 BLOCK BRIDGE ST NW,March
23-015093,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 07:14:45 PM,Thursday,Other,2000 BLOCK TOWNER AV SW,March
23-015100,1313,E7,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 08:00:00 PM,Thursday,Personal Weapons,600 BLOCK NAYLOR ST SW,March
23-015090,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/16/2023 08:12:59 PM,Thursday,Personal Weapons,2200 BLOCK RIDGECREST DR SE,March
23-015143,1397,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT WITH INTENT TO MURDER,03/17/2023 02:05:00 AM,Friday,Handgun,800 BLOCK BUTTERWORTH ST SW,March
23-015165,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/15/2023 03:05:00 PM,Wednesday,Other,200 BLOCK CHERRY ST SW,March
23-015184,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 08:00:00 AM,Friday,Personal Weapons,1800 BLOCK STILESGATE ST SE,March
23-015198,1380,W5,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/17/2023 10:05:00 AM,Friday,None,400 BLOCK BRIDGE ST NW,March
23-015201,1376,C2,Central,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",03/17/2023 10:22:00 AM,Friday,None,300 BLOCK PEARL ST NW,March
23-015222,1313,S1,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/02/2022 07:00:00 PM,Friday,Knife/Cutting Instrument,200 BLOCK JAMES AV SE,December
23-015241,1376,W4,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",03/17/2023 02:30:31 PM,Friday,None,1400 BLOCK DAVIS AV NW,March
23-015260,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 04:27:25 PM,Friday,Personal Weapons,700 BLOCK 5TH ST NW,March
23-015273,1313,W1,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 06:12:05 PM,Friday,Personal Weapons,1300 BLOCK HILLBURN AV NW,March
23-015277,1396,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,03/17/2023 06:48:00 PM,Friday,Personal Weapons,100 BLOCK SHELDON AV SE,March
23-015282,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 07:00:00 PM,Friday,Personal Weapons,500 BLOCK LIVINGSTON AV NE,March
23-015294,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 08:37:28 PM,Friday,Personal Weapons,1000 BLOCK JENNETTE AV NW,March
23-015276,1303,N5,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY STRONG ARM,03/17/2023 07:43:55 PM,Friday,Personal Weapons,900 BLOCK PLYMOUTH AV NE,March
23-015278,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 06:54:29 PM,Friday,Other,500 BLOCK LIVINGSTON AV NE,March
23-015281,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 12:00:00 AM,Friday,Personal Weapons,500 BLOCK LIVINGSTON AV NE,March
23-015291,1380,S2,South,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/17/2023 12:00:00 AM,Friday,None,300 BLOCK AUBURN AV SE,March
23-015306,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 09:31:22 PM,Friday,Personal Weapons,2200 BLOCK 43RD ST SE,March
23-015312,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 10:00:00 PM,Friday,Personal Weapons,1000 BLOCK MADISON AV SE,March
23-015317,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/17/2023 10:29:39 PM,Friday,Personal Weapons,0 BLOCK WILLIAMS ST SW,March
23-015328,1305,W5,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,03/17/2023 11:29:24 PM,Friday,Knife/Cutting Instrument,600 BLOCK BRIDGE ST NW,March
23-015334,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 12:04:04 AM,Saturday,Personal Weapons,100 BLOCK IONIA AV SW,March
23-015344,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 01:05:16 AM,Saturday,Personal Weapons,500 BLOCK PRINCE ST SE,March
23-015345,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 01:09:00 AM,Saturday,Personal Weapons,3300 BLOCK PARIS AV NE,March
23-015374,1303,W5,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY STRONG ARM,03/18/2023 06:59:46 AM,Saturday,Blunt Object,700 BLOCK DOUGLAS ST NW,March
23-015386,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 08:43:28 AM,Saturday,Personal Weapons,200 BLOCK COMMERCE AV SW,March
23-015401,1313,W6,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 11:06:52 AM,Saturday,Personal Weapons,100 BLOCK LEXINGTON AV NW,March
23-015403,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 11:13:51 AM,Saturday,Personal Weapons,2300 BLOCK FRANCIS AV SE,March
23-015407,1385,S2,South,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Other Electronic, Harass/Threat",03/18/2023 10:56:00 AM,Saturday,None,500 BLOCK GLENWOOD AV SE,March
23-015432,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 02:50:00 PM,Saturday,Personal Weapons,IONIA AV SW & WESTON ST SW,March
23-015445,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 05:09:33 PM,Saturday,Personal Weapons,0 BLOCK MONROE AV NW,March
23-015450,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 06:24:42 PM,Saturday,Personal Weapons,800 BLOCK 5TH ST NW,March
23-015461,1385,E4,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Other Electronic, Harass/Threat",03/18/2023 07:12:39 PM,Saturday,None,2600 BLOCK WOODMEADOW DR SE,March
23-015459,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 07:12:53 PM,Saturday,Personal Weapons,600 BLOCK BRIDGE ST NW,March
23-015477,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,03/18/2023 08:44:00 PM,Saturday,Personal Weapons,FULTON ST  & IONIA AV SW,March
23-015484,1380,W5,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",03/18/2023 07:11:00 PM,Saturday,None,400 BLOCK BRISTOL AV NW,March
