INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
21-064244,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/20/2021 04:00:00 AM,Wednesday,Firearm (type unknown),600 BLOCK CASS AV SE,October
21-064247,5202,E2,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),10/21/2021 12:03:58 PM,Thursday,Handgun,BURTON ST SE & BLAINE AV SE,October
21-064288,5299,S7,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),10/21/2021 06:03:20 PM,Thursday,Handgun,0 BLOCK SHELBY ST SW,October
21-064299,5213,S7,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/21/2021 06:44:38 PM,Thursday,Rifle,1100 BLOCK IONIA AV SW,October
21-064300,3512,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,10/21/2021 06:56:47 PM,Thursday,None,EASTERN AV SE & BATES ST SE,October
21-064352,5299,C3,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),10/22/2021 12:37:10 AM,Friday,Firearm (type unknown),100 BLOCK GRANDVILLE AV SW,October
21-064412,5213,C3,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/22/2021 07:28:40 AM,Friday,Unknown,200 BLOCK GRANDVILLE AV SW,October
21-064445,5586,W5,West,72000,Animal Cruelty,Animal Cruelty,Crimes Against Society,Animal Cruelty,ANIMALS - CRUELTY TO,10/22/2021 11:06:24 AM,Friday,None,600 BLOCK BRIDGE ST NW,October
21-064689,5213,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/23/2021 01:38:00 PM,Saturday,Firearm (type unknown),1200 BLOCK PROSPECT AV SE,October
21-064780,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),10/23/2021 11:11:05 PM,Saturday,Handgun,300 BLOCK HIGHLAND ST SE,October
21-064780,5299,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),10/23/2021 11:11:05 PM,Saturday,Handgun,300 BLOCK HIGHLAND ST SE,October
21-064986,3547,N4,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,10/25/2021 03:27:00 AM,Monday,None,BURKE AV NE & LEONARD ST NE,October
21-065086,3532,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,10/25/2021 04:15:00 PM,Monday,None,700 BLOCK BALL AV NE,October
21-065319,5213,W3,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/26/2021 09:00:00 PM,Tuesday,Firearm (type unknown),1300 BLOCK LEONARD ST NW,October
21-065391,5213,W1,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/27/2021 07:11:37 AM,Wednesday,Handgun,DERBY DR NW & OAKGROVE ST NW,October
21-065435,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,10/27/2021 11:00:00 AM,Wednesday,None,28TH ST SE & DIVISION AV,October
21-065494,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/27/2021 04:45:00 PM,Wednesday,Handgun,BOSTON ST SE & KALAMAZOO AV SE,October
21-065505,5213,N5,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/27/2021 06:11:25 PM,Wednesday,Firearm (type unknown),1600 BLOCK LEONARD ST NE,October
21-065518,5213,W6,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/27/2021 07:36:35 PM,Wednesday,Firearm (type unknown),400 BLOCK GUNNISON AV SW,October
21-065551,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),10/27/2021 10:52:00 PM,Wednesday,Handgun,FRANCIS AV SE & BURTON ST SE,October
21-065596,5299,S5,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),10/28/2021 03:46:04 AM,Thursday,Handgun,FRANKLIN ST SE & GENEVA AV SE,October
21-065596,5295,S5,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),10/28/2021 03:46:04 AM,Thursday,Handgun,FRANKLIN ST SE & GENEVA AV SE,October
21-065775,3510,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Sell/Manufacture,10/28/2021 11:37:07 PM,Thursday,None,EASTERN AV SE & CROFTON ST SE,October
21-065776,5202,S1,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),10/28/2021 11:30:00 PM,Thursday,Handgun,JAMES AV SE & WEALTHY ST SE,October
21-065939,5289,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),10/29/2021 07:35:00 PM,Friday,Blunt Object,400 BLOCK WORDEN ST SE,October
21-066049,5213,N2,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/30/2021 09:47:10 AM,Saturday,Unknown,1200 BLOCK NORTHFIELD DR NE,October
21-066083,5212,N8,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,POSSESSION OF WEAPON,10/30/2021 01:30:55 PM,Saturday,Handgun,1000 BLOCK MICHIGAN ST NE,October
21-066164,3532,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,10/30/2021 10:22:59 PM,Saturday,None,DIVISION AV  & GRAHAM ST SW,October
21-066171,3532,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,10/31/2021 12:05:00 AM,Sunday,None,DIVISION AV  & GRAHAM ST SW,October
21-066180,5202,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CARRYING CONCEALED WEAPON (PERSON),10/31/2021 12:15:00 AM,Sunday,Handgun,STEWART ST SW & DIVISION AV,October
21-066198,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/31/2021 12:00:00 AM,Sunday,Firearm (type unknown),0 BLOCK STEWART ST SW,October
21-066223,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,10/31/2021 03:36:00 AM,Sunday,None,1800 BLOCK MADISON AV SE,October
21-066257,3532,S5,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,10/31/2021 06:00:00 AM,Sunday,None,900 BLOCK THOMAS ST SE,October
21-066374,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/31/2021 11:07:45 PM,Sunday,Handgun,1300 BLOCK JOHNSTON ST SE,October
21-066483,3530,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,11/01/2021 01:59:05 PM,Monday,None,300 BLOCK IONIA AV SW,November
21-066594,3592,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/02/2021 01:55:00 AM,Tuesday,None,BROADWAY AV NW & LEONARD ST NW,November
21-066602,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/02/2021 02:42:31 AM,Tuesday,Handgun,CUTLER ST SW & DIVISION AV,November
21-066602,3592,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/02/2021 02:42:31 AM,Tuesday,None,CUTLER ST SW & DIVISION AV,November
21-066618,5299,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),11/02/2021 02:40:00 AM,Tuesday,Handgun,CUTLER ST SW & DIVISION AV,November
21-066836,3532,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/03/2021 12:23:00 AM,Wednesday,None,HAMILTON AV NW & 11TH ST NW,November
21-066844,5295,N1,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),11/03/2021 01:01:28 AM,Wednesday,Handgun,3100 BLOCK PLAINFIELD AV NE,November
21-066941,4004,S3,South,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,11/03/2021 02:20:00 PM,Wednesday,None,DELAWARE ST SE & DIVISION AV,November
21-067006,3547,C1,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,11/03/2021 08:36:30 PM,Wednesday,None,LEONARD ST NW & MONROE AV NW,November
21-067058,3592,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,11/04/2021 12:15:46 AM,Thursday,None,DIVISION AV  & STEWART ST SW,November
21-067067,3532,N8,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/04/2021 02:00:00 AM,Thursday,None,MICHIGAN ST NE & DIAMOND AV NE,November
21-066083,5213,N8,North,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",10/30/2021 01:30:55 PM,Saturday,Handgun,1000 BLOCK MICHIGAN ST NE,October
21-067113,3532,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,11/04/2021 10:00:00 AM,Thursday,None,DIVISION AV  & WEALTHY ST SE,November
21-067157,5299,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),11/04/2021 01:43:00 PM,Thursday,Other,2100 BLOCK PALACE AV SW,November
