ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,"2014","04000US26","Michigan",49,49.4064773081425,0.09505518274607733,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",,,9,444.44444444444446,,NaN,0.056479592424818745
1,"Construction (Group)",2,"Construction",2014,"2014","04000US26","Michigan",3290,315.7847368065784,0.6150527001399652,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",56068,21441,3258,0.9821976672805401,50682,10.627047077858016,3.792201205666402
2,"Manufacturing (Group)",3,"Manufacturing",2014,"2014","04000US26","Michigan",14122,853.4928236370824,1.5611846864610235,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",61359,3967,13511,4.522241136851454,60782,0.9492941989404757,16.277649065781436
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2014,"2014","04000US26","Michigan",2994,342.69811788219675,1.2571055318186024,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",58057,8066,3301,-9.300212056952438,57912,0.25037988672468575,3.4510183616307617
4,"Retail Trade (Group)",5,"Retail Trade",2014,"2014","04000US26","Michigan",8651,547.2887720390397,0.8616741860889103,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",34864,3139,8852,-2.270673294170809,35640,-2.1773288439955105,9.971529674838918
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2014,"2014","04000US26","Michigan",2121,267.75548547135315,0.6014351318602916,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",68787,6109,2092,1.3862332695984703,70161,-1.958352931115577,2.4447595006742975
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2014,"2014","04000US26","Michigan",385,167.72596698186,0.5149000763005139,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",123229,55458,471,-18.259023354564754,116607,5.678904353941015,0.44376822619500444
6,"Information (Group)",8,"Information",2014,"2014","04000US26","Michigan",1635,312.166622174761,0.8822044774497082,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",72245,7825,1768,-7.52262443438914,72906,-0.9066469152058816,1.8845741553995643
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2014,"2014","04000US26","Michigan",3256,417.3104360065777,0.7949442217545601,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",83656,16715,3014,8.02919708029197,83165,0.5903925930379367,3.7530112843920373
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2014,"2014","04000US26","Michigan",1599,294.8694626440656,0.9806332951569477,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",62153,18377,1550,3.1612903225806455,68576,-9.366250583294446,1.843078944638473
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,"2014","04000US26","Michigan",5155,457.5904282215702,0.9024277053272103,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",82378,10008,4891,5.39766918830505,80356,2.5163024540793466,5.941883652039605
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2014,"2014","04000US26","Michigan",82,52.009614495783374,1.2436632866193051,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",93765,280704,149,-44.966442953020135,76471,22.615108995566946,0.09451686895581912
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2014,"2014","04000US26","Michigan",4228,481.3740749147174,1.1524690827787387,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",29321,6485,4104,3.0214424951267054,31912,-8.119202807721233,4.873381974941504
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2014,"2014","04000US26","Michigan",8975,635.1771406466073,1.098662991679923,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",61562,12890,8738,2.712291142137789,60805,1.2449634076145053,10.34498657168874
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2014,"2014","04000US26","Michigan",13332,645.5896529530194,1.1137044431714362,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",55560,4259,12842,3.8156050459429998,55582,-0.039581159368140766,15.367059718524153
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,"2014","04000US26","Michigan",1986,314.00636936215164,1.0652542114213166,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",27382,6045,1816,9.361233480176212,27341,0.1499579386269705,2.2891524603202047
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2014,"2014","04000US26","Michigan",7876,616.6036003787199,1.2368514497465788,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",24930,3168,7218,9.11609864228318,23858,4.493251739458462,9.078229998732091
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,"2014","04000US26","Michigan",4179,427.41197924251026,0.9713966137663085,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",,,4458,-6.258411843876177,,NaN,4.816902382516684
12,"Public Administration (Group)",19,"Public Administration",2014,"2014","04000US26","Michigan",1799,269.5570440556136,0.42153941474228107,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",92689,12990,1762,2.09988649262202,94584,-2.0035101074177453,2.0736078933112028
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,"2013","04000US26","Michigan",1391,334.2813186524188,1.196310997613462,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",28244,6208,,NaN,,NaN,1.632724925171665
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,"2013","04000US26","Michigan",9,29.410882339705488,0.01884789956411728,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",,,,NaN,,NaN,0.010564000234755561
1,"Construction (Group)",2,"Construction",2013,"2013","04000US26","Michigan",3258,476.9339576922574,0.6120092610644352,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",50682,14205,,NaN,,NaN,3.8241680849815127
2,"Manufacturing (Group)",3,"Manufacturing",2013,"2013","04000US26","Michigan",13511,699.0350491928141,1.5132546726992846,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",60782,2696,,NaN,,NaN,15.85891190797582
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2013,"2013","04000US26","Michigan",3301,348.3102065687998,1.3958659562923004,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",57912,12739,,NaN,,NaN,3.874640530547567
4,"Retail Trade (Group)",5,"Retail Trade",2013,"2013","04000US26","Michigan",8852,613.0073409022114,0.8979558922693385,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",35640,4376,,NaN,,NaN,10.390281119784026
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2013,"2013","04000US26","Michigan",2092,317.90721916936707,0.6029949520664856,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",70161,5361,,NaN,,NaN,2.455543165678737
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2013,"2013","04000US26","Michigan",471,207.95432190748045,0.6358010026506222,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",116607,30103,,NaN,,NaN,0.5528493456188743
6,"Information (Group)",8,"Information",2013,"2013","04000US26","Michigan",1768,302.8035666896941,0.9632609376466057,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",72906,9124,,NaN,,NaN,2.0752391572275366
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2013,"2013","04000US26","Michigan",3014,371.9408555133464,0.7404404252309633,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",83165,13802,,NaN,,NaN,3.5377663008392513
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2013,"2013","04000US26","Michigan",1550,299.82661656363996,0.9589278323587959,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",68576,13716,,NaN,,NaN,1.8193555959856798
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,"2013","04000US26","Michigan",4891,473.83752489645644,0.8800219957587365,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",80356,8790,,NaN,,NaN,5.740947238687717
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2013,"2013","04000US26","Michigan",149,102.95630140987001,2.2765426055672537,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",76471,54368,,NaN,,NaN,0.1748928927753976
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2013,"2013","04000US26","Michigan",4104,476.8280612547881,1.1511057789553867,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",31912,7750,,NaN,,NaN,4.817184107048536
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2013,"2013","04000US26","Michigan",8738,568.2904187121229,1.0836998141878837,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",60805,11706,,NaN,,NaN,10.256470450143789
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2013,"2013","04000US26","Michigan",12842,696.2075839862705,1.0997440004165444,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",55582,4400,,NaN,,NaN,15.073654557192324
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,"2013","04000US26","Michigan",1816,308.21096670949265,1.0000285084700884,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",27341,4606,,NaN,,NaN,2.1315804918128998
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2013,"2013","04000US26","Michigan",7218,600.8435736529101,1.1738667431916268,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",23858,2708,,NaN,,NaN,8.472328188273961
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,"2013","04000US26","Michigan",4458,414.9072185440981,1.0540043865396282,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",,,,NaN,,NaN,5.232701449615588
12,"Public Administration (Group)",19,"Public Administration",2013,"2013","04000US26","Michigan",1762,272.23886570436633,0.41711979851101216,"Grand Rapids, MI","16000US2634000","grand-rapids-mi",94584,6491,,NaN,,NaN,2.0681964904043664
