Geo,Group,Date,Year,Population,Tested,Pct_Tested,EBLL,Pct_EBLL,CEBLL,Pct_CEBLL,VEBLL,Pct_VEBLL,Ven_5_9,Pct_Ven_5_9,Ven_10_14,Pct_Ven_10_14,Ven_15_19,Pct_Ven_15_19,Ven_20_39,Pct_Ven_20_39,Ven_GTE_40,Pct_Ven_GTE_40
48326,Children < 6,2020,2020,,264,,,,,,,,0,0,0,0,,,0,0,0,0
48327,Children 1-2,2010,2010,,147,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2011,2011,,155,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2012,2012,,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2013,2013,,126,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2014,2014,,117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2015,2015,,115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2016,2016,,122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2017,2017,,131,,,,0,0,,,0,0,,,0,0,0,0,0,0
48327,Children 1-2,2018,2018,,137,,,,0,0,,,,,0,0,0,0,0,0,0,0
48327,Children 1-2,2019,2019,,140,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children 1-2,2020,2020,,128,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2010,2010,,328,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2011,2011,1662,301,0.181,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2012,2012,1537,228,0.148,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2013,2013,1552,273,0.176,,,,,,,,,0,0,0,0,0,0,0,0
48327,Children < 6,2014,2014,1507,248,0.165,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2015,2015,1410,237,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2016,2016,1408,238,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2017,2017,1310,253,0.193,,,,,,,0,0,,,0,0,0,0,0,0
48327,Children < 6,2018,2018,1310,296,0.226,,,0,0,,,,,0,0,0,0,0,0,0,0
48327,Children < 6,2019,2019,1380,284,0.206,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48327,Children < 6,2020,2020,,241,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children 1-2,2010,2010,,247,,6,0.024,,,,,,,0,0,0,0,0,0,0,0
48328,Children 1-2,2011,2011,,233,,,,,,,,,,0,0,0,0,0,0,0,0
48328,Children 1-2,2012,2012,,183,,,,,,,,,,0,0,0,0,0,0,0,0
48328,Children 1-2,2013,2013,,156,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children 1-2,2014,2014,,149,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children 1-2,2015,2015,,171,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children 1-2,2016,2016,,182,,,,0,0,,,,,,,0,0,0,0,0,0
48328,Children 1-2,2017,2017,,184,,,,,,,,,,0,0,0,0,0,0,0,0
48328,Children 1-2,2018,2018,,218,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children 1-2,2019,2019,,191,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children 1-2,2020,2020,,145,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children < 6,2010,2010,,499,,10,0.02,,,,,,,0,0,0,0,0,0,0,0
48328,Children < 6,2011,2011,2364,461,0.195,7,0.015,,,,,,,0,0,0,0,0,0,0,0
48328,Children < 6,2012,2012,2341,358,0.153,,,,,,,,,0,0,0,0,0,0,0,0
48328,Children < 6,2013,2013,2434,324,0.133,,,,,,,,,0,0,0,0,0,0,0,0
48328,Children < 6,2014,2014,1999,317,0.159,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48328,Children < 6,2015,2015,2007,317,0.158,,,,,,,,,0,0,0,0,0,0,0,0
48328,Children < 6,2016,2016,1957,347,0.177,,,,,,,,,,,0,0,0,0,0,0
48328,Children < 6,2017,2017,1691,356,0.211,7,0.02,,,,,,,0,0,0,0,0,0,0,0
48328,Children < 6,2018,2018,1691,403,0.238,,,0,0,,,,,,,0,0,0,0,0,0
48328,Children < 6,2019,2019,1540,325,0.211,,,,,,,,,0,0,0,0,,,0,0
48328,Children < 6,2020,2020,,261,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children 1-2,2010,2010,,152,,,,0,0,,,,,0,0,0,0,0,0,0,0
48329,Children 1-2,2011,2011,,127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children 1-2,2012,2012,,140,,,,,,,,,,0,0,0,0,0,0,0,0
48329,Children 1-2,2013,2013,,111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children 1-2,2014,2014,,104,,,,,,,,,,,,0,0,0,0,0,0
48329,Children 1-2,2015,2015,,127,,,,,,,,,,0,0,0,0,0,0,0,0
48329,Children 1-2,2016,2016,,104,,,,0,0,,,,,0,0,0,0,0,0,0,0
48329,Children 1-2,2017,2017,,143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children 1-2,2018,2018,,147,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children 1-2,2019,2019,,148,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children 1-2,2020,2020,,145,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children < 6,2010,2010,,328,,,,0,0,,,,,0,0,0,0,0,0,0,0
48329,Children < 6,2011,2011,1766,265,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children < 6,2012,2012,1601,289,0.181,,,,,,,,,0,0,0,0,0,0,0,0
48329,Children < 6,2013,2013,1339,224,0.167,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children < 6,2014,2014,1234,233,0.189,,,,,,,,,,,0,0,0,0,0,0
48336,Children 1-2,2013,2013,,186,,,,,,,,,,0,0,0,0,0,0,0,0
48329,Children < 6,2015,2015,1321,238,0.18,,,,,,,,,0,0,0,0,0,0,0,0
48329,Children < 6,2016,2016,1410,229,0.162,,,,,,,,,0,0,0,0,0,0,0,0
48329,Children < 6,2017,2017,1422,281,0.198,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children < 6,2018,2018,1422,292,0.205,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children < 6,2019,2019,1703,284,0.167,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48329,Children < 6,2020,2020,,247,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48330,Children < 6,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48330,Children < 6,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2010,2010,,79,,,,,,,,,,0,0,0,0,0,0,0,0
48331,Children 1-2,2011,2011,,86,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2012,2012,,72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2013,2013,,83,,,,,,,,,,0,0,0,0,0,0,0,0
48331,Children 1-2,2014,2014,,108,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2015,2015,,113,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2016,2016,,127,,,,0,0,,,,,0,0,0,0,0,0,0,0
48331,Children 1-2,2017,2017,,137,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2018,2018,,133,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2019,2019,,154,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children 1-2,2020,2020,,119,,,,0,0,,,,,0,0,0,0,0,0,0,0
48331,Children < 6,2010,2010,,147,,,,,,,,,,0,0,0,0,0,0,0,0
48331,Children < 6,2011,2011,1275,153,0.12,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children < 6,2012,2012,1225,133,0.109,,,,,,,,,0,0,0,0,0,0,0,0
48331,Children < 6,2013,2013,1199,177,0.148,7,0.04,,,,,,,0,0,0,0,0,0,0,0
48331,Children < 6,2014,2014,1173,201,0.171,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children < 6,2015,2015,1185,190,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children < 6,2016,2016,1221,225,0.184,,,0,0,,,,,0,0,0,0,0,0,0,0
48331,Children < 6,2017,2017,1152,242,0.21,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48331,Children < 6,2018,2018,1152,256,0.222,,,,,,,0,0,,,0,0,0,0,0,0
48331,Children < 6,2019,2019,1021,254,0.249,7,0.028,,,,,,,0,0,0,0,,,0,0
48331,Children < 6,2020,2020,,189,,,,0,0,,,,,0,0,0,0,0,0,0,0
48332,Children 1-2,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children 1-2,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children 1-2,2013,2013,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children 1-2,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children 1-2,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children 1-2,2019,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2013,2013,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2014,2014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48332,Children < 6,2019,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children 1-2,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children 1-2,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children 1-2,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children 1-2,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children 1-2,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2014,2014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2019,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48333,Children < 6,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48334,Children 1-2,2010,2010,,79,,,,,,,,,,0,0,0,0,,,0,0
48334,Children 1-2,2011,2011,,104,,,,0,0,,,,,0,0,,,0,0,0,0
48334,Children 1-2,2012,2012,,80,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48334,Children 1-2,2013,2013,,94,,,,0,0,,,,,0,0,0,0,0,0,0,0
48334,Children 1-2,2014,2014,,94,,,,,,,,,,0,0,0,0,0,0,0,0
48334,Children 1-2,2015,2015,,123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48334,Children 1-2,2016,2016,,106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48334,Children 1-2,2017,2017,,118,,,,0,0,,,,,0,0,0,0,0,0,0,0
48334,Children 1-2,2019,2019,,151,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48334,Children 1-2,2020,2020,,126,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48334,Children < 6,2010,2010,,178,,,,,,,,,,0,0,0,0,,,0,0
48334,Children < 6,2011,2011,824,182,0.221,,,0,0,,,,,,,,,0,0,0,0
48334,Children < 6,2012,2012,1000,193,0.193,,,,,,,,,0,0,0,0,0,0,0,0
48334,Children < 6,2013,2013,918,190,0.207,,,0,0,,,,,0,0,0,0,0,0,0,0
48334,Children < 6,2014,2014,910,190,0.209,,,,,,,,,0,0,0,0,0,0,0,0
48334,Children < 6,2015,2015,978,229,0.234,,,,,,,,,0,0,0,0,0,0,0,0
48334,Children < 6,2016,2016,1058,219,0.207,,,0,0,,,,,0,0,0,0,0,0,0,0
48334,Children < 6,2017,2017,1076,251,0.233,,,,,,,,,0,0,0,0,0,0,0,0
48334,Children < 6,2018,2018,1076,240,0.223,,,,,,,,,0,0,0,0,0,0,0,0
48334,Children < 6,2019,2019,1213,249,0.205,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48334,Children < 6,2020,2020,,180,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48335,Children 1-2,2010,2010,,156,,6,0.038,0,0,6,0.038,6,0.038,0,0,0,0,0,0,0,0
48335,Children 1-2,2011,2011,,189,,10,0.053,,,,,,,0,0,0,0,0,0,0,0
48335,Children 1-2,2012,2012,,210,,16,0.076,7,0.033,9,0.043,7,0.033,,,,,,,0,0
48335,Children 1-2,2013,2013,,227,,9,0.04,,,,,,,0,0,0,0,,,0,0
48335,Children 1-2,2014,2014,,262,,16,0.061,7,0.027,9,0.034,,,,,,,,,0,0
48335,Children 1-2,2015,2015,,250,,15,0.06,6,0.024,9,0.036,,,,,,,0,0,0,0
48335,Children 1-2,2016,2016,,312,,14,0.045,,,,,,,0,0,,,0,0,0,0
48335,Children 1-2,2017,2017,,306,,18,0.059,6,0.02,12,0.039,,,,,0,0,0,0,0,0
48335,Children 1-2,2018,2018,,315,,17,0.054,7,0.022,10,0.032,,,,,0,0,0,0,0,0
48335,Children 1-2,2019,2019,,328,,29,0.088,12,0.037,17,0.052,12,0.037,,,,,,,0,0
48335,Children 1-2,2020,2020,,280,,21,0.075,,,,,12,0.043,,,,,,,0,0
48335,Children < 6,2010,2010,,293,,11,0.038,,,,,9,0.031,0,0,0,0,0,0,0,0
48335,Children < 6,2011,2011,1744,342,0.196,23,0.067,7,0.02,16,0.047,14,0.041,,,,,0,0,,
48335,Children < 6,2012,2012,1622,368,0.227,23,0.063,11,0.03,12,0.033,9,0.024,,,0,0,,,0,0
48335,Children < 6,2013,2013,1665,454,0.273,15,0.033,7,0.015,8,0.018,6,0.013,0,0,,,,,0,0
48335,Children < 6,2014,2014,1532,471,0.307,31,0.066,12,0.025,19,0.04,10,0.021,,,,,,,0,0
48335,Children < 6,2015,2015,1505,467,0.31,27,0.058,12,0.026,15,0.032,8,0.017,,,,,0,0,0,0
48335,Children < 6,2016,2016,1567,537,0.343,26,0.048,7,0.013,19,0.035,17,0.032,,,,,0,0,0,0
48335,Children < 6,2017,2017,1575,578,0.367,29,0.05,7,0.012,22,0.038,16,0.028,,,,,,,0,0
48335,Children < 6,2018,2018,1575,560,0.356,41,0.073,17,0.03,24,0.043,,,,,0,0,0,0,0,0
48335,Children < 6,2019,2019,1471,553,0.376,44,0.08,14,0.025,30,0.054,20,0.036,,,,,,,0,0
48335,Children < 6,2020,2020,,414,,35,0.085,,,,,21,0.051,6,0.014,,,,,,
48336,Children 1-2,2010,2010,,185,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48336,Children 1-2,2011,2011,,167,,,,,,,,,,0,0,0,0,0,0,0,0
48336,Children 1-2,2012,2012,,156,,,,,,,,,,0,0,0,0,0,0,0,0
48336,Children 1-2,2014,2014,,171,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48336,Children 1-2,2015,2015,,183,,,,,,,,,,,,0,0,0,0,0,0
48336,Children 1-2,2016,2016,,194,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48336,Children 1-2,2017,2017,,187,,,,,,,,,,0,0,0,0,0,0,0,0
48336,Children 1-2,2018,2018,,195,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48336,Children 1-2,2019,2019,,234,,,,,,,,,,0,0,0,0,0,0,0,0
48336,Children 1-2,2020,2020,,188,,,,,,,,,,0,0,0,0,0,0,0,0
48336,Children < 6,2010,2010,,372,,11,0.03,,,,,,,0,0,0,0,,,0,0
48336,Children < 6,2011,2011,1712,329,0.192,,,,,,,,,0,0,,,0,0,0,0
48336,Children < 6,2012,2012,1683,323,0.192,10,0.031,,,,,,,0,0,0,0,0,0,0,0
48336,Children < 6,2013,2013,1776,391,0.22,8,0.02,,,,,,,0,0,0,0,0,0,0,0
48336,Children < 6,2014,2014,1733,377,0.218,,,,,,,,,0,0,0,0,0,0,0,0
48336,Children < 6,2015,2015,1710,363,0.212,7,0.019,,,,,,,,,0,0,0,0,0,0
48336,Children < 6,2016,2016,1677,385,0.23,7,0.018,7,0.018,0,0,0,0,0,0,0,0,0,0,0,0
48336,Children < 6,2017,2017,1834,362,0.197,7,0.019,,,,,,,0,0,0,0,0,0,0,0
48336,Children < 6,2018,2018,1834,345,0.188,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48336,Children < 6,2019,2019,1594,382,0.24,,,,,,,,,0,0,0,0,0,0,0,0
48336,Children < 6,2020,2020,,267,,,,,,,,,,0,0,0,0,0,0,0,0
48337,Children 1-2,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children 1-2,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children 1-2,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children 1-2,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children < 6,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children < 6,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children < 6,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children < 6,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48337,Children < 6,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48338,Children 1-2,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48338,Children < 6,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48340,Children 1-2,2010,2010,,574,,12,0.021,,,,,,,,,0,0,0,0,0,0
48340,Children 1-2,2011,2011,,531,,13,0.024,6,0.011,7,0.013,7,0.013,0,0,0,0,0,0,0,0
48340,Children 1-2,2012,2012,,426,,8,0.019,,,,,,,0,0,0,0,0,0,0,0
48340,Children 1-2,2013,2013,,452,,12,0.027,,,,,,,0,0,0,0,0,0,0,0
48340,Children 1-2,2014,2014,,415,,,,0,0,,,,,0,0,0,0,0,0,0,0
48340,Children 1-2,2015,2015,,436,,,,,,,,0,0,,,0,0,0,0,0,0
48340,Children 1-2,2016,2016,,425,,10,0.024,,,,,,,0,0,0,0,0,0,0,0
48340,Children 1-2,2017,2017,,417,,,,,,,,,,0,0,0,0,0,0,0,0
48340,Children 1-2,2018,2018,,458,,9,0.02,,,,,,,0,0,0,0,,,0,0
48340,Children 1-2,2019,2019,,440,,10,0.023,,,,,0,0,,,0,0,0,0,,
48340,Children 1-2,2020,2020,,235,,,,,,,,,,,,,,0,0,0,0
48340,Children < 6,2010,2010,,948,,16,0.017,6,0.006,10,0.011,,,,,0,0,0,0,0,0
48340,Children < 6,2011,2011,2471,892,0.361,20,0.022,10,0.011,10,0.011,,,,,0,0,0,0,0,0
48340,Children < 6,2012,2012,2455,768,0.313,12,0.016,,,,,7,0.009,0,0,0,0,0,0,0,0
48340,Children < 6,2013,2013,2478,785,0.317,22,0.028,15,0.019,7,0.009,,,,,0,0,,,0,0
48340,Children < 6,2014,2014,2603,782,0.3,6,0.008,,,,,,,,,0,0,0,0,0,0
48340,Children < 6,2015,2015,2969,757,0.255,6,0.008,,,,,,,,,0,0,0,0,0,0
48340,Children < 6,2016,2016,2831,766,0.271,14,0.018,,,,,,,0,0,0,0,0,0,0,0
48340,Children < 6,2017,2017,2753,723,0.263,7,0.01,,,,,,,0,0,0,0,0,0,0,0
48340,Children < 6,2018,2018,2753,748,0.272,15,0.02,6,0.008,9,0.012,,,0,0,0,0,,,0,0
48340,Children < 6,2019,2019,2506,665,0.265,14,0.021,,,,,0,0,,,0,0,0,0,,
48340,Children < 6,2020,2020,,388,,9,0.023,,,,,,,,,,,0,0,0,0
48341,Children 1-2,2010,2010,,232,,11,0.047,,,,,,,,,,,0,0,0,0
48341,Children 1-2,2011,2011,,216,,11,0.051,,,,,,,,,0,0,0,0,0,0
48341,Children 1-2,2012,2012,,168,,,,,,,,,,0,0,0,0,0,0,0,0
48341,Children 1-2,2013,2013,,167,,6,0.036,,,,,0,0,,,0,0,0,0,0,0
48341,Children 1-2,2014,2014,,188,,8,0.043,,,,,,,,,,,0,0,0,0
48341,Children 1-2,2015,2015,,179,,10,0.056,,,,,,,,,0,0,,,0,0
48341,Children 1-2,2016,2016,,206,,8,0.039,,,,,,,,,0,0,0,0,0,0
48341,Children 1-2,2017,2017,,183,,,,,,,,,,0,0,0,0,0,0,0,0
48341,Children 1-2,2018,2018,,189,,,,,,,,,,0,0,0,0,0,0,0,0
48341,Children 1-2,2019,2019,,153,,11,0.072,,,,,,,0,0,0,0,0,0,0,0
48341,Children 1-2,2020,2020,,115,,,,0,0,,,,,0,0,0,0,0,0,0,0
48341,Children < 6,2010,2010,,420,,15,0.036,8,0.019,7,0.017,,,,,,,0,0,0,0
48341,Children < 6,2011,2011,1193,363,0.304,20,0.055,9,0.025,11,0.03,,,,,0,0,0,0,0,0
48341,Children < 6,2012,2012,1186,299,0.252,8,0.027,,,,,,,,,0,0,0,0,0,0
48341,Children < 6,2013,2013,1027,308,0.3,9,0.029,,,,,,,,,0,0,0,0,0,0
48341,Children < 6,2014,2014,1251,321,0.257,11,0.034,,,,,,,,,,,0,0,0,0
48341,Children < 6,2015,2015,1228,320,0.261,14,0.044,,,,,8,0.025,,,0,0,,,0,0
48341,Children < 6,2016,2016,1208,357,0.296,15,0.042,,,,,,,,,0,0,0,0,0,0
48341,Children < 6,2017,2017,1198,327,0.273,8,0.024,,,,,,,0,0,0,0,0,0,0,0
48341,Children < 6,2018,2018,1198,308,0.257,9,0.029,,,,,,,,,0,0,0,0,0,0
48341,Children < 6,2019,2019,1512,261,0.173,13,0.05,7,0.027,6,0.023,6,0.023,0,0,0,0,0,0,0,0
48341,Children < 6,2020,2020,,175,,,,,,,,,,0,0,0,0,0,0,0,0
48342,Children 1-2,2010,2010,,392,,20,0.051,7,0.018,13,0.033,11,0.028,0,0,,,,,0,0
48342,Children 1-2,2011,2011,,356,,11,0.031,,,,,,,0,0,0,0,0,0,0,0
48342,Children 1-2,2012,2012,,348,,14,0.04,6,0.017,8,0.023,,,,,0,0,0,0,0,0
48342,Children 1-2,2013,2013,,338,,9,0.027,,,,,,,,,0,0,0,0,0,0
48342,Children 1-2,2014,2014,,305,,7,0.023,0,0,7,0.023,,,,,,,,,0,0
48342,Children 1-2,2015,2015,,288,,12,0.042,,,,,,,,,,,,,0,0
48342,Children 1-2,2016,2016,,351,,13,0.037,,,,,,,,,0,0,,,0,0
48342,Children 1-2,2017,2017,,341,,15,0.044,8,0.023,7,0.021,,,,,,,0,0,0,0
48342,Children 1-2,2018,2018,,337,,7,0.021,,,,,,,,,0,0,0,0,0,0
48342,Children 1-2,2019,2019,,294,,12,0.041,,,,,,,0,0,0,0,0,0,0,0
48342,Children 1-2,2020,2020,,183,,,,0,0,,,,,0,0,0,0,,,0,0
48342,Children < 6,2010,2010,,684,,32,0.047,11,0.016,21,0.031,17,0.025,,,,,,,0,0
48342,Children < 6,2011,2011,1530,642,0.42,23,0.036,13,0.02,10,0.016,8,0.012,,,,,0,0,0,0
48342,Children < 6,2012,2012,1537,559,0.364,20,0.036,9,0.016,11,0.02,,,,,0,0,0,0,0,0
48342,Children < 6,2013,2013,1780,605,0.34,18,0.03,11,0.018,7,0.012,,,,,,,0,0,0,0
48342,Children < 6,2014,2014,1840,541,0.294,10,0.018,,,,,,,,,,,,,0,0
48342,Children < 6,2015,2015,1595,567,0.355,16,0.028,7,0.012,9,0.016,,,,,,,,,0,0
48342,Children < 6,2016,2016,1784,598,0.335,17,0.028,,,,,,,,,0,0,,,0,0
48342,Children < 6,2017,2017,1891,628,0.332,15,0.024,8,0.013,7,0.011,,,,,,,0,0,0,0
48342,Children < 6,2018,2018,1891,557,0.295,9,0.016,,,,,,,,,0,0,0,0,0,0
48342,Children < 6,2019,2019,2190,479,0.219,16,0.033,,,,,,,0,0,0,0,,,,
48342,Children < 6,2020,2020,,300,,,,,,,,,,0,0,,,,,0,0
48343,Children 1-2,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children 1-2,2011,2011,,,,,,0,0,,,,,0,0,0,0,0,0,0,0
48343,Children 1-2,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children 1-2,2013,2013,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children 1-2,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children 1-2,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children 1-2,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children 1-2,2019,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children 1-2,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children < 6,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children < 6,2011,2011,,,,,,0,0,,,,,0,0,0,0,0,0,0,0
48343,Children < 6,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48362,Children 1-2,2010,2010,,91,,,,,,,,,,0,0,0,0,0,0,0,0
48343,Children < 6,2013,2013,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children < 6,2014,2014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children < 6,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,Children < 6,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
