Geo,Group,Date,Year,Population,Tested,Pct_Tested,EBLL,Pct_EBLL,CEBLL,Pct_CEBLL,VEBLL,Pct_VEBLL,Ven_5_9,Pct_Ven_5_9,Ven_10_14,Pct_Ven_10_14,Ven_15_19,Pct_Ven_15_19,Ven_20_39,Pct_Ven_20_39,Ven_GTE_40,Pct_Ven_GTE_40
48660,Children < 6,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2010,2010,,87,,,,,,,,,,0,0,0,0,0,0,0,0
48661,Children 1-2,2011,2011,,106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2012,2012,,46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2013,2013,,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2014,2014,,47,,,,0,0,,,,,0,0,0,0,0,0,0,0
48661,Children 1-2,2015,2015,,66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2016,2016,,82,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2017,2017,,83,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2018,2018,,78,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2019,2019,,70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children 1-2,2020,2020,,27,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2010,2010,,122,,,,,,,,,,0,0,0,0,0,0,0,0
48661,Children < 6,2011,2011,662,134,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2012,2012,752,60,0.08,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2013,2013,780,47,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2014,2014,725,59,0.081,,,0,0,,,,,0,0,0,0,0,0,0,0
48661,Children < 6,2015,2015,618,79,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2016,2016,583,123,0.211,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2017,2017,549,106,0.193,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2018,2018,549,98,0.179,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2019,2019,571,98,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48661,Children < 6,2020,2020,,35,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2010,2010,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2011,2011,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2013,2013,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2014,2014,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2015,2015,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2016,2016,,10,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2017,2017,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2019,2019,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children 1-2,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2010,2010,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2011,2011,89,7,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2012,2012,75,12,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2013,2013,75,11,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2014,2014,62,12,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2015,2015,65,13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2016,2016,66,13,0.197,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2017,2017,68,12,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2018,2018,68,7,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2019,2019,95,12,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48662,Children < 6,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48670,Children 1-2,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48670,Children < 6,2013,2013,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48670,Children < 6,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2010,2010,,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2011,2011,,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2012,2012,,18,,,,0,0,,,0,0,,,0,0,0,0,0,0
48701,Children 1-2,2013,2013,,20,,,,0,0,,,,,0,0,0,0,0,0,0,0
48701,Children 1-2,2014,2014,,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2015,2015,,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2016,2016,,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2017,2017,,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2018,2018,,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2019,2019,,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children 1-2,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2010,2010,,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2011,2011,79,27,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2012,2012,57,26,0.456,,,,,,,0,0,,,0,0,0,0,0,0
48701,Children < 6,2013,2013,57,31,0.544,,,0,0,,,,,0,0,0,0,0,0,0,0
48701,Children < 6,2014,2014,57,31,0.544,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2015,2015,68,21,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2016,2016,85,20,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2017,2017,91,35,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2018,2018,91,15,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2019,2019,99,25,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48701,Children < 6,2020,2020,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2010,2010,,29,,,,,,,,,,0,0,0,0,0,0,0,0
48703,Children 1-2,2011,2011,,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2012,2012,,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2013,2013,,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2014,2014,,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2015,2015,,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2016,2016,,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2017,2017,,20,,,,0,0,,,0,0,,,0,0,0,0,0,0
48703,Children 1-2,2018,2018,,10,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children 1-2,2019,2019,,24,,,,0,0,,,,,0,0,0,0,0,0,0,0
48703,Children 1-2,2020,2020,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children < 6,2010,2010,,35,,,,,,,,,,0,0,0,0,0,0,0,0
48703,Children < 6,2011,2011,181,24,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children < 6,2012,2012,184,22,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children < 6,2013,2013,191,22,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children < 6,2014,2014,125,30,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children < 6,2015,2015,110,27,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children < 6,2016,2016,103,33,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,Children < 6,2017,2017,101,26,0.257,,,0,0,,,0,0,,,0,0,0,0,0,0
48703,Children < 6,2018,2018,101,16,0.158,,,,,,,,,0,0,0,0,0,0,0,0
48703,Children < 6,2019,2019,101,31,0.307,,,0,0,,,,,0,0,0,0,0,0,0,0
48703,Children < 6,2020,2020,,11,,,,0,0,,,,,0,0,0,0,0,0,0,0
48705,Children 1-2,2010,2010,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2014,2014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2018,2018,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2019,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children 1-2,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2010,2010,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2011,2011,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2012,2012,31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2013,2013,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2014,2014,22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2015,2015,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2016,2016,17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2017,2017,17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2018,2018,17,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2019,2019,17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48705,Children < 6,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48706,Children 1-2,2010,2010,,425,,32,0.075,22,0.052,10,0.024,6,0.014,,,,,,,0,0
48706,Children 1-2,2011,2011,,432,,25,0.058,15,0.035,10,0.023,6,0.014,,,,,0,0,,
48706,Children 1-2,2012,2012,,470,,26,0.055,18,0.038,8,0.017,,,,,,,0,0,0,0
48706,Children 1-2,2013,2013,,465,,17,0.037,,,,,,,,,0,0,0,0,0,0
48706,Children 1-2,2014,2014,,478,,12,0.025,,,,,,,,,0,0,0,0,0,0
48706,Children 1-2,2015,2015,,460,,14,0.03,,,,,,,0,0,0,0,0,0,0,0
48706,Children 1-2,2016,2016,,465,,7,0.015,,,,,,,,,0,0,0,0,0,0
48706,Children 1-2,2017,2017,,418,,16,0.038,10,0.024,6,0.014,,,,,0,0,0,0,0,0
48706,Children 1-2,2018,2018,,375,,18,0.048,11,0.029,7,0.019,,,,,0,0,0,0,,
48706,Children 1-2,2019,2019,,338,,8,0.024,,,,,,,0,0,0,0,0,0,0,0
48706,Children 1-2,2020,2020,,197,,,,,,,,,,0,0,0,0,0,0,0,0
48706,Children < 6,2010,2010,,523,,36,0.069,26,0.05,10,0.019,6,0.011,,,,,,,0,0
48706,Children < 6,2011,2011,2826,515,0.182,28,0.054,15,0.029,13,0.025,8,0.016,,,,,0,0,,
48706,Children < 6,2012,2012,2741,543,0.198,36,0.066,22,0.041,14,0.026,8,0.015,,,,,0,0,0,0
48706,Children < 6,2013,2013,2680,536,0.2,21,0.039,13,0.024,8,0.015,,,,,0,0,0,0,0,0
48706,Children < 6,2014,2014,2474,543,0.219,16,0.029,,,,,,,,,,,,,0,0
48706,Children < 6,2015,2015,2515,538,0.214,18,0.033,,,,,,,0,0,,,0,0,0,0
48706,Children < 6,2016,2016,2615,557,0.213,8,0.014,,,,,,,,,0,0,0,0,0,0
48706,Children < 6,2017,2017,2627,505,0.192,17,0.034,11,0.022,6,0.012,,,,,0,0,0,0,0,0
48706,Children < 6,2018,2018,2627,444,0.169,19,0.043,12,0.027,7,0.016,,,,,0,0,0,0,,
48706,Children < 6,2019,2019,2783,427,0.153,10,0.023,,,,,,,0,0,0,0,0,0,0,0
48706,Children < 6,2020,2020,,248,,7,0.028,,,,,,,0,0,0,0,,,0,0
48707,Children 1-2,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children 1-2,2014,2014,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children 1-2,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children 1-2,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children < 6,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children < 6,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children < 6,2014,2014,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children < 6,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48707,Children < 6,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48708,Children 1-2,2010,2010,,407,,58,0.143,34,0.084,24,0.059,16,0.039,,,0,0,,,0,0
48708,Children 1-2,2011,2011,,384,,42,0.109,29,0.076,13,0.034,11,0.029,,,,,0,0,0,0
48708,Children 1-2,2012,2012,,421,,42,0.1,32,0.076,10,0.024,7,0.017,,,,,,,0,0
48708,Children 1-2,2013,2013,,404,,43,0.106,32,0.079,11,0.027,6,0.015,,,,,,,0,0
48708,Children 1-2,2014,2014,,404,,22,0.054,13,0.032,9,0.022,6,0.015,,,,,0,0,0,0
48708,Children 1-2,2015,2015,,400,,31,0.078,21,0.053,10,0.025,8,0.02,,,,,0,0,0,0
48708,Children 1-2,2016,2016,,392,,32,0.082,23,0.059,9,0.023,,,,,0,0,0,0,0,0
48708,Children 1-2,2017,2017,,360,,19,0.053,13,0.036,6,0.017,,,,,0,0,0,0,0,0
48708,Children 1-2,2018,2018,,337,,22,0.065,12,0.036,10,0.03,,,,,0,0,0,0,0,0
48708,Children 1-2,2019,2019,,321,,12,0.037,,,,,,,,,0,0,,,0,0
48708,Children 1-2,2020,2020,,165,,,,,,,,,,0,0,,,0,0,0,0
48708,Children < 6,2010,2010,,523,,71,0.136,40,0.076,31,0.059,21,0.04,,,0,0,,,0,0
48708,Children < 6,2011,2011,2123,491,0.231,52,0.106,32,0.065,20,0.041,17,0.035,,,,,,,0,0
48708,Children < 6,2012,2012,2170,504,0.232,50,0.099,32,0.063,18,0.036,13,0.026,,,,,,,0,0
48708,Children < 6,2013,2013,2049,471,0.23,46,0.098,32,0.068,14,0.03,8,0.017,,,,,,,0,0
48708,Children < 6,2014,2014,2189,472,0.216,29,0.061,17,0.036,12,0.025,8,0.017,,,,,0,0,,
48708,Children < 6,2015,2015,2064,459,0.222,36,0.078,21,0.046,15,0.033,12,0.026,,,,,0,0,0,0
48708,Children < 6,2016,2016,1840,499,0.271,39,0.078,28,0.056,11,0.022,,,,,0,0,0,0,0,0
48708,Children < 6,2017,2017,1719,435,0.253,26,0.06,17,0.039,9,0.021,,,,,0,0,0,0,0,0
48708,Children < 6,2018,2018,1719,418,0.243,24,0.057,13,0.031,11,0.026,,,,,0,0,0,0,0,0
48708,Children < 6,2019,2019,1371,395,0.288,16,0.041,8,0.02,8,0.02,,,,,0,0,,,0,0
48708,Children < 6,2020,2020,,203,,7,0.034,,,,,,,0,0,,,0,0,0,0
48710,Children 1-2,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48710,Children < 6,2017,2017,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48714,Children < 6,2014,2014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2010,2010,,7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2011,2011,,8,,,,0,0,,,,,0,0,0,0,0,0,0,0
48720,Children 1-2,2012,2012,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2013,2013,,6,,,,0,0,,,,,0,0,0,0,0,0,0,0
48720,Children 1-2,2014,2014,,9,,,,0,0,,,,,0,0,0,0,0,0,0,0
48720,Children 1-2,2015,2015,,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2016,2016,,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2017,2017,,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2018,2018,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2019,2019,,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children 1-2,2020,2020,,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children < 6,2010,2010,,14,,,,,,,,,,0,0,0,0,0,0,0,0
48720,Children < 6,2011,2011,63,12,0.19,,,,,,,,,0,0,0,0,0,0,0,0
48720,Children < 6,2012,2012,37,10,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children < 6,2013,2013,30,9,0.3,,,0,0,,,,,0,0,0,0,0,0,0,0
48720,Children < 6,2014,2014,25,11,0.44,,,0,0,,,,,0,0,0,0,0,0,0,0
48720,Children < 6,2015,2015,30,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children < 6,2016,2016,26,12,0.462,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children < 6,2017,2017,34,16,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children < 6,2018,2018,34,13,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children < 6,2019,2019,70,15,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48720,Children < 6,2020,2020,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2014,2014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2015,2015,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2019,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children 1-2,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2010,2010,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2011,2011,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2012,2012,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2013,2013,4,0,0,0,,0,,0,,0,,0,,0,,0,,0,
48721,Children < 6,2014,2014,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2015,2015,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2016,2016,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2017,2017,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2018,2018,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2019,2019,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48721,Children < 6,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2010,2010,,39,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2011,2011,,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2012,2012,,47,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2013,2013,,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2014,2014,,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2015,2015,,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2016,2016,,35,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2017,2017,,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2018,2018,,28,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2019,2019,,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children 1-2,2020,2020,,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2010,2010,,52,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2011,2011,319,56,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2012,2012,345,64,0.186,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2013,2013,264,44,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2014,2014,308,42,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2015,2015,255,40,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2016,2016,237,44,0.186,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2017,2017,187,31,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2018,2018,187,37,0.198,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2019,2019,131,36,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48722,Children < 6,2020,2020,,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48723,Children 1-2,2010,2010,,102,,,,,,,,0,0,,,,,0,0,0,0
48723,Children 1-2,2011,2011,,94,,,,0,0,,,,,0,0,0,0,0,0,0,0
48723,Children 1-2,2012,2012,,91,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48723,Children 1-2,2013,2013,,141,,6,0.043,,,,,,,0,0,0,0,0,0,0,0
48723,Children 1-2,2014,2014,,182,,,,,,,,0,0,,,0,0,0,0,0,0
48723,Children 1-2,2015,2015,,151,,,,0,0,,,,,0,0,0,0,0,0,0,0
48723,Children 1-2,2016,2016,,135,,,,0,0,,,0,0,,,0,0,0,0,0,0
48723,Children 1-2,2017,2017,,155,,,,0,0,,,,,,,0,0,0,0,0,0
48723,Children 1-2,2018,2018,,109,,,,0,0,,,,,0,0,0,0,0,0,0,0
48723,Children 1-2,2019,2019,,147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48723,Children 1-2,2020,2020,,57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48723,Children < 6,2010,2010,,173,,7,0.04,,,,,,,,,,,0,0,0,0
48723,Children < 6,2011,2011,881,162,0.184,,,,,,,,,0,0,0,0,0,0,0,0
48723,Children < 6,2012,2012,835,163,0.195,,,,,,,,,0,0,0,0,0,0,0,0
48723,Children < 6,2013,2013,836,234,0.28,6,0.026,,,,,,,0,0,0,0,0,0,0,0
48723,Children < 6,2014,2014,744,234,0.315,,,,,,,0,0,,,0,0,0,0,0,0
48723,Children < 6,2015,2015,697,206,0.296,,,0,0,,,,,0,0,0,0,0,0,0,0
48723,Children < 6,2016,2016,625,200,0.32,,,,,,,0,0,,,0,0,0,0,0,0
48723,Children < 6,2017,2017,676,221,0.327,,,0,0,,,,,,,0,0,0,0,0,0
48723,Children < 6,2018,2018,676,162,0.24,,,0,0,,,,,0,0,0,0,0,0,0,0
48723,Children < 6,2019,2019,677,223,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48723,Children < 6,2020,2020,,88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2010,2010,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2011,2011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2012,2012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2013,2013,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2014,2014,,10,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2015,2015,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2016,2016,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2017,2017,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2018,2018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2019,2019,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children 1-2,2020,2020,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children < 6,2010,2010,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children < 6,2011,2011,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children < 6,2012,2012,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children < 6,2013,2013,14,11,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48724,Children < 6,2014,2014,8,10,1.25,,,,,0,0,0,0,0,0,0,0,0,0,0,0
