,date, pm25, pm10, o3, no2, so2, co,Year,Month,Day,AQI,Type
776,2016/5/18,36.0, ,36.0, , , 2,2016,May,18,102.0,pm25
777,2016/5/19,24.0, ,45.0, , , 2,2016,May,19,72.0,pm25
778,2016/5/2,18.0, ,34.0, , , 2,2016,May,2,57.0,pm25
779,2016/5/20,45.0, ,47.0, , , 2,2016,May,20,117.0,pm25
780,2016/5/21,53.0, ,45.0, , , 2,2016,May,21,130.0,pm25
781,2016/5/22,41.0, ,46.0, , , 1,2016,May,22,110.0,pm25
782,2016/5/23,37.0, ,60.0, , 7, 2,2016,May,23,103.0,pm25
783,2016/5/24,43.0, ,73.0, , 2, 2,2016,May,24,113.0,pm25
784,2016/5/25,58.0, ,53.0, , 1, 1,2016,May,25,138.0,pm25
785,2016/5/26,55.0, ,48.0, , , ,2016,May,26,133.0,pm25
786,2016/5/27,32.0, ,36.0, , , 1,2016,May,27,92.0,pm25
787,2016/5/28,40.0, ,40.0, , , 1,2016,May,28,108.0,pm25
788,2016/5/29,44.0, ,45.0, , , 1,2016,May,29,115.0,pm25
789,2016/5/3,20.0, ,37.0, , 2, 4,2016,May,3,62.0,pm25
790,2016/5/30,29.0, ,42.0, , , 1,2016,May,30,84.0,pm25
791,2016/5/31,27.0, ,49.0, , , 2,2016,May,31,79.0,pm25
792,2016/5/4,31.0, ,30.0, , 1, 2,2016,May,4,89.0,pm25
793,2016/5/5,20.0, ,36.0, , , 2,2016,May,5,62.0,pm25
794,2016/5/6,26.0, ,41.0, , 3, 3,2016,May,6,77.0,pm25
795,2016/5/7,24.0, ,35.0, , 1, 2,2016,May,7,72.0,pm25
796,2016/5/8,37.0, ,38.0, , 2, 2,2016,May,8,103.0,pm25
797,2016/5/9,38.0, ,38.0, , 1, 2,2016,May,9,105.0,pm25
798,2016/6/1,36.0, ,36.0, , 3, 2,2016,June,1,102.0,pm25
799,2016/6/10,41.0, ,64.0, , , 2,2016,June,10,110.0,pm25
800,2016/6/11,45.0, ,59.0, , , 1,2016,June,11,117.0,pm25
801,2016/6/12,29.0, ,33.0, , , 1,2016,June,12,84.0,pm25
802,2016/6/13,14.0, ,33.0, , , 1,2016,June,13,45.0,pm25
803,2016/6/14,25.0, ,38.0, , , 1,2016,June,14,75.0,pm25
804,2016/6/15,29.0, ,47.0, , 1, 1,2016,June,15,84.0,pm25
805,2016/6/16,38.0, ,34.0, , , 2,2016,June,16,105.0,pm25
806,2016/6/17,31.0, ,30.0, , , 2,2016,June,17,89.0,pm25
807,2016/6/18,34.0, ,45.0, , , 3,2016,June,18,97.0,pm25
808,2016/6/19,53.0, ,63.0, , 1, 2,2016,June,19,130.0,pm25
809,2016/6/2,39.0, ,40.0, , , 1,2016,June,2,107.0,pm25
810,2016/6/20,51.0, ,49.0, , , 1,2016,June,20,126.0,pm25
811,2016/6/21,44.0, ,36.0, , 1, 1,2016,June,21,115.0,pm25
812,2016/6/22,25.0, ,56.0, , , 1,2016,June,22,75.0,pm25
813,2016/6/23,36.0, ,35.0, , , 1,2016,June,23,102.0,pm25
814,2016/6/24,26.0, ,35.0, , , 1,2016,June,24,77.0,pm25
815,2016/6/25,27.0, ,63.0, , , 2,2016,June,25,79.0,pm25
816,2016/6/26,48.0, ,46.0, , , 1,2016,June,26,121.0,pm25
817,2016/6/27,41.0, ,34.0, , , 1,2016,June,27,110.0,pm25
818,2016/6/28,23.0, ,23.0, , , 1,2016,June,28,70.0,pm25
819,2016/6/29,19.0, ,32.0, , , 1,2016,June,29,60.0,pm25
820,2016/6/3,27.0, ,43.0, , 2, 2,2016,June,3,79.0,pm25
821,2016/6/30,23.0, ,59.0, , , 2,2016,June,30,70.0,pm25
822,2016/6/4,36.0, ,50.0, , 1, 2,2016,June,4,102.0,pm25
823,2016/6/5,41.0, ,27.0, , 1, 1,2016,June,5,110.0,pm25
824,2016/6/6,25.0, ,40.0, , 1, 1,2016,June,6,75.0,pm25
825,2016/6/7,23.0, ,16.0, , , 1,2016,June,7,70.0,pm25
826,2016/6/8,22.0, ,28.0, , , 1,2016,June,8,67.0,pm25
827,2016/6/9,22.0, ,43.0, , 1, 2,2016,June,9,67.0,pm25
828,2016/7/1,39.0, ,36.0, , , 1,2016,July,1,107.0,pm25
829,2016/7/10,23.0, ,29.0, , , 1,2016,July,10,70.0,pm25
830,2016/7/11,24.0, ,41.0, , , 2,2016,July,11,72.0,pm25
831,2016/7/12,37.0, ,50.0, , 1, 1,2016,July,12,103.0,pm25
832,2016/7/13,58.0, ,40.0, , , 1,2016,July,13,138.0,pm25
833,2016/7/14,36.0, ,35.0, , 1, 1,2016,July,14,102.0,pm25
834,2016/7/15,26.0, ,19.0, , , 1,2016,July,15,77.0,pm25
835,2016/7/16,26.0, ,29.0, , , 1,2016,July,16,77.0,pm25
836,2016/7/17,28.0, ,43.0, , , 1,2016,July,17,82.0,pm25
837,2016/7/18,37.0, ,28.0, , , 1,2016,July,18,103.0,pm25
838,2016/7/19,42.0, ,29.0, , , 2,2016,July,19,112.0,pm25
839,2016/7/2,21.0, ,28.0, , , 1,2016,July,2,65.0,pm25
840,2016/7/20,44.0, ,66.0, , , 2,2016,July,20,115.0,pm25
841,2016/7/21,56.0, ,32.0, , , 2,2016,July,21,135.0,pm25
842,2016/7/22,40.0, ,43.0, , 2, 1,2016,July,22,108.0,pm25
843,2016/7/23,30.0, ,42.0, , 1, 2,2016,July,23,87.0,pm25
844,2016/7/24,48.0, ,33.0, , , 1,2016,July,24,121.0,pm25
845,2016/7/25,36.0, ,29.0, , , 1,2016,July,25,102.0,pm25
846,2016/7/26,30.0, ,29.0, , 1, 1,2016,July,26,87.0,pm25
847,2016/7/27,36.0, ,39.0, , 3, 2,2016,July,27,102.0,pm25
848,2016/7/28,42.0, ,32.0, , , 1,2016,July,28,112.0,pm25
849,2016/7/29,29.0, ,19.0, , , 1,2016,July,29,84.0,pm25
850,2016/7/3,27.0, ,38.0, , , 1,2016,July,3,79.0,pm25
851,2016/7/30,24.0, ,20.0, , , 1,2016,July,30,72.0,pm25
852,2016/7/31,27.0, ,27.0, , , 1,2016,July,31,79.0,pm25
853,2016/7/4,43.0, ,40.0, , , 2,2016,July,4,113.0,pm25
854,2016/7/5,72.0, ,34.0, , 4, 1,2016,July,5,155.0,pm25
855,2016/7/6,51.0, ,60.0, , 2, 1,2016,July,6,126.0,pm25
856,2016/7/7,36.0, ,44.0, , , 2,2016,July,7,102.0,pm25
857,2016/7/8,41.0, ,41.0, , , 1,2016,July,8,110.0,pm25
858,2016/7/9,20.0, ,25.0, , , 1,2016,July,9,62.0,pm25
859,2016/8/1,23.0, ,31.0, , , 1,2016,August,1,70.0,pm25
860,2016/8/10,36.0, ,49.0, , 2, 3,2016,August,10,102.0,pm25
861,2016/8/11,61.0, ,45.0, , 1, 2,2016,August,11,143.0,pm25
862,2016/8/12,60.0, ,26.0, , 1, 1,2016,August,12,141.0,pm25
863,2016/8/13,32.0, ,28.0, , , 1,2016,August,13,92.0,pm25
864,2016/8/14,16.0, ,30.0, , 2, 1,2016,August,14,52.0,pm25
865,2016/8/15,31.0, ,30.0, , 1, 2,2016,August,15,89.0,pm25
866,2016/8/16,41.0, ,32.0, , , 1,2016,August,16,110.0,pm25
867,2016/8/17,34.0, ,39.0, , 2, 1,2016,August,17,97.0,pm25
868,2016/8/18,42.0, ,39.0, , 1, 2,2016,August,18,112.0,pm25
869,2016/8/19,47.0, ,40.0, , 1, 1,2016,August,19,120.0,pm25
870,2016/8/2,25.0, ,56.0, , 1, 2,2016,August,2,75.0,pm25
871,2016/8/20,47.0, ,26.0, , , 1,2016,August,20,120.0,pm25
872,2016/8/21,37.0, ,19.0, , , 1,2016,August,21,103.0,pm25
873,2016/8/22,, ,28.0, , 2, 2,2016,August,22,23.728813559322035,o3
874,2016/8/23,58.0, ,33.0, , , 2,2016,August,23,138.0,pm25
875,2016/8/24,47.0, ,25.0, , , 1,2016,August,24,120.0,pm25
876,2016/8/25,45.0, ,29.0, , , 1,2016,August,25,117.0,pm25
877,2016/8/26,34.0, ,31.0, , , 2,2016,August,26,97.0,pm25
878,2016/8/27,35.0, ,33.0, , , 2,2016,August,27,99.0,pm25
879,2016/8/28,33.0, ,30.0, , , 1,2016,August,28,94.0,pm25
880,2016/8/29,27.0, ,35.0, , , 2,2016,August,29,79.0,pm25
881,2016/8/3,48.0, ,60.0, , 1, 2,2016,August,3,121.0,pm25
882,2016/8/30,37.0, ,37.0, , 1, 2,2016,August,30,103.0,pm25
883,2016/8/31,44.0, ,23.0, , 1, 1,2016,August,31,115.0,pm25
884,2016/8/4,58.0, ,55.0, , , 2,2016,August,4,138.0,pm25
885,2016/8/5,54.0, ,38.0, , , 1,2016,August,5,131.0,pm25
886,2016/8/6,34.0, ,22.0, , , 1,2016,August,6,97.0,pm25
887,2016/8/7,23.0, ,23.0, , , 1,2016,August,7,70.0,pm25
888,2016/8/8,22.0, ,34.0, , 1, 1,2016,August,8,67.0,pm25
889,2016/8/9,22.0, ,52.0, , 3, 2,2016,August,9,67.0,pm25
890,2016/9/1,37.0, ,19.0, , , 1,2016,September,1,103.0,pm25
891,2016/9/10,35.0, ,29.0, , , 1,2016,September,10,99.0,pm25
892,2016/9/11,30.0, ,21.0, , 2, 1,2016,September,11,87.0,pm25
893,2016/9/12,31.0, ,29.0, , , 1,2016,September,12,89.0,pm25
894,2016/9/13,33.0, ,40.0, , 1, 1,2016,September,13,94.0,pm25
895,2016/9/14,45.0, ,18.0, , , 2,2016,September,14,117.0,pm25
896,2016/9/15,29.0, ,24.0, , 1, 1,2016,September,15,84.0,pm25
897,2016/9/16,28.0, ,35.0, , , 1,2016,September,16,82.0,pm25
898,2016/9/17,38.0, ,33.0, , , 1,2016,September,17,105.0,pm25
899,2016/9/18,33.0, ,26.0, , 3, 1,2016,September,18,94.0,pm25
900,2016/9/19,35.0, ,34.0, , 1, 2,2016,September,19,99.0,pm25
901,2016/9/2,43.0, ,22.0, , , 1,2016,September,2,113.0,pm25
902,2016/9/20,48.0, ,34.0, , , 2,2016,September,20,121.0,pm25
903,2016/9/21,38.0, ,27.0, , , 3,2016,September,21,105.0,pm25
904,2016/9/22,41.0, ,42.0, , 1, 3,2016,September,22,110.0,pm25
905,2016/9/23,60.0, ,20.0, , , 2,2016,September,23,141.0,pm25
906,2016/9/24,43.0, ,22.0, , , 1,2016,September,24,113.0,pm25
907,2016/9/25,17.0, ,32.0, , 1, 1,2016,September,25,55.0,pm25
908,2016/9/26,26.0, ,23.0, , 1, 1,2016,September,26,77.0,pm25
909,2016/9/27,23.0, ,18.0, , , 1,2016,September,27,70.0,pm25
910,2016/9/28,24.0, ,24.0, , , 2,2016,September,28,72.0,pm25
911,2016/9/29,30.0, ,22.0, , , 2,2016,September,29,87.0,pm25
912,2016/9/3,27.0, ,26.0, , 1, 1,2016,September,3,79.0,pm25
913,2016/9/30,31.0, ,18.0, , , 2,2016,September,30,89.0,pm25
914,2016/9/4,30.0, ,36.0, , , 1,2016,September,4,87.0,pm25
915,2016/9/5,47.0, ,35.0, , , 2,2016,September,5,120.0,pm25
916,2016/9/6,51.0, ,36.0, , , 1,2016,September,6,126.0,pm25
917,2016/9/7,51.0, ,37.0, , , 2,2016,September,7,126.0,pm25
918,2016/9/8,44.0, ,24.0, , , 1,2016,September,8,115.0,pm25
919,2016/9/9,26.0, ,32.0, , 1, 2,2016,September,9,77.0,pm25
920,2017/1/1,25.0, ,21.0, , 1, 2,2017,January,1,75.0,pm25
921,2017/1/10,38.0, ,18.0, , 2, ,2017,January,10,105.0,pm25
922,2017/1/11,33.0, ,22.0, , , 1,2017,January,11,94.0,pm25
923,2017/1/12,42.0, ,28.0, , , ,2017,January,12,112.0,pm25
924,2017/1/13,33.0, ,27.0, , , ,2017,January,13,94.0,pm25
925,2017/1/14,34.0, ,19.0, , 1, 1,2017,January,14,97.0,pm25
926,2017/1/15,48.0, ,21.0, , 1, 6,2017,January,15,121.0,pm25
927,2017/1/16,59.0, ,13.0, , 1, 6,2017,January,16,140.0,pm25
928,2017/1/17,53.0, ,15.0, , , 1,2017,January,17,130.0,pm25
929,2017/1/18,18.0, ,20.0, , , ,2017,January,18,57.0,pm25
930,2017/1/19,35.0, ,17.0, , , 1,2017,January,19,99.0,pm25
931,2017/1/2,41.0, ,17.0, , , 2,2017,January,2,110.0,pm25
932,2017/1/20,43.0, ,7.0, , , 1,2017,January,20,113.0,pm25
933,2017/1/21,37.0, ,19.0, , 1, 2,2017,January,21,103.0,pm25
934,2017/1/22,42.0, ,16.0, , 1, 3,2017,January,22,112.0,pm25
935,2017/1/23,41.0, ,13.0, , , 1,2017,January,23,110.0,pm25
936,2017/1/24,33.0, ,12.0, , , 1,2017,January,24,94.0,pm25
937,2017/1/25,24.0, ,7.0, , , 1,2017,January,25,72.0,pm25
938,2017/1/26,27.0, ,19.0, , , ,2017,January,26,79.0,pm25
939,2017/1/27,19.0, ,25.0, , , ,2017,January,27,60.0,pm25
940,2017/1/28,20.0, ,27.0, , , ,2017,January,28,62.0,pm25
941,2017/1/29,28.0, ,29.0, , , ,2017,January,29,82.0,pm25
942,2017/1/3,51.0, ,18.0, , , 1,2017,January,3,126.0,pm25
943,2017/1/30,21.0, ,26.0, , , ,2017,January,30,65.0,pm25
944,2017/1/31,23.0, ,25.0, , , 1,2017,January,31,70.0,pm25
945,2017/1/4,29.0, ,28.0, , , ,2017,January,4,84.0,pm25
946,2017/1/5,22.0, ,26.0, , , ,2017,January,5,67.0,pm25
947,2017/1/6,27.0, ,25.0, , , ,2017,January,6,79.0,pm25
948,2017/1/7,29.0, ,26.0, , , ,2017,January,7,84.0,pm25
949,2017/1/8,37.0, ,28.0, , , ,2017,January,8,103.0,pm25
950,2017/1/9,25.0, ,16.0, , , 1,2017,January,9,75.0,pm25
951,2017/10/1,22.0, ,31.0, , , 1,2017,October,1,67.0,pm25
952,2017/10/10,40.0, ,21.0, , , 1,2017,October,10,108.0,pm25
953,2017/10/11,20.0, ,28.0, , , 1,2017,October,11,62.0,pm25
954,2017/10/12,13.0, ,22.0, , , 1,2017,October,12,42.0,pm25
955,2017/10/13,19.0, ,22.0, , 1, 2,2017,October,13,60.0,pm25
956,2017/10/14,41.0, ,32.0, , , 2,2017,October,14,110.0,pm25
957,2017/10/15,35.0, ,27.0, , , 1,2017,October,15,99.0,pm25
958,2017/10/16,17.0, ,21.0, , , 1,2017,October,16,55.0,pm25
959,2017/10/17,23.0, ,27.0, , , 2,2017,October,17,70.0,pm25
960,2017/10/18,28.0, ,34.0, , 1, 1,2017,October,18,82.0,pm25
961,2017/10/19,29.0, ,29.0, , , 2,2017,October,19,84.0,pm25
962,2017/10/2,27.0, ,39.0, , , 1,2017,October,2,79.0,pm25
963,2017/10/20,30.0, ,38.0, , 1, 3,2017,October,20,87.0,pm25
964,2017/10/21,48.0, ,37.0, , , 2,2017,October,21,121.0,pm25
965,2017/10/22,46.0, ,28.0, , , 1,2017,October,22,118.0,pm25
966,2017/10/23,35.0, ,31.0, , , 1,2017,October,23,99.0,pm25
967,2017/10/24,6.0, ,23.0, , , 1,2017,October,24,19.0,o3
968,2017/10/25,16.0, ,26.0, , , 1,2017,October,25,52.0,pm25
969,2017/10/26,21.0, ,24.0, , , 3,2017,October,26,65.0,pm25
970,2017/10/27,37.0, ,17.0, , , 1,2017,October,27,103.0,pm25
971,2017/10/28,27.0, ,17.0, , , 1,2017,October,28,79.0,pm25
972,2017/10/29,20.0, ,17.0, , , 1,2017,October,29,62.0,pm25
973,2017/10/3,35.0, ,28.0, , , 1,2017,October,3,99.0,pm25
974,2017/10/30,15.0, ,17.0, , , 1,2017,October,30,49.0,pm25
975,2017/10/31,24.0, ,14.0, , , 1,2017,October,31,72.0,pm25
976,2017/10/4,44.0, ,24.0, , , 1,2017,October,4,115.0,pm25
977,2017/10/5,26.0, ,17.0, , 2, 3,2017,October,5,77.0,pm25
978,2017/10/6,31.0, ,24.0, , , 1,2017,October,6,89.0,pm25
979,2017/10/7,27.0, ,32.0, , , 1,2017,October,7,79.0,pm25
980,2017/10/8,38.0, ,14.0, , , 1,2017,October,8,105.0,pm25
981,2017/10/9,19.0, ,34.0, , 2, 3,2017,October,9,60.0,pm25
982,2017/11/1,21.0, ,15.0, , , 1,2017,November,1,65.0,pm25
983,2017/11/10,39.0, ,26.0, , , 1,2017,November,10,107.0,pm25
984,2017/11/11,26.0, ,22.0, , , 1,2017,November,11,77.0,pm25
985,2017/11/12,28.0, ,12.0, , , 3,2017,November,12,82.0,pm25
986,2017/11/13,58.0, ,16.0, , , 3,2017,November,13,138.0,pm25
987,2017/11/14,57.0, ,20.0, , , 3,2017,November,14,136.0,pm25
988,2017/11/15,45.0, ,19.0, , , 1,2017,November,15,117.0,pm25
989,2017/11/16,24.0, ,19.0, , , 1,2017,November,16,72.0,pm25
990,2017/11/17,20.0, ,13.0, , , 2,2017,November,17,62.0,pm25
991,2017/11/18,19.0, ,19.0, , , 2,2017,November,18,60.0,pm25
992,2017/11/19,19.0, ,23.0, , , 1,2017,November,19,60.0,pm25
993,2017/11/2,30.0, ,6.0, , , 2,2017,November,2,87.0,pm25
994,2017/11/20,29.0, ,20.0, , , 2,2017,November,20,84.0,pm25
995,2017/11/21,29.0, ,21.0, , , 1,2017,November,21,84.0,pm25
996,2017/11/22,31.0, ,23.0, , , 1,2017,November,22,89.0,pm25
997,2017/11/23,20.0, ,17.0, , , 2,2017,November,23,62.0,pm25
998,2017/11/24,35.0, ,24.0, , , 2,2017,November,24,99.0,pm25
999,2017/11/25,35.0, ,22.0, , , 1,2017,November,25,99.0,pm25
1000,2017/11/26,29.0, ,25.0, , , 2,2017,November,26,84.0,pm25
1001,2017/11/27,34.0, ,15.0, , , 3,2017,November,27,97.0,pm25
1002,2017/11/28,46.0, ,23.0, , , 1,2017,November,28,118.0,pm25
1003,2017/11/29,40.0, ,20.0, , , 2,2017,November,29,108.0,pm25
1004,2017/11/3,39.0, ,18.0, , , 2,2017,November,3,107.0,pm25
1005,2017/11/30,30.0, ,20.0, , , 2,2017,November,30,87.0,pm25
1006,2017/11/4,30.0, ,15.0, , , 1,2017,November,4,87.0,pm25
1007,2017/11/5,24.0, ,12.0, , , 2,2017,November,5,72.0,pm25
1008,2017/11/6,29.0, ,20.0, , , 2,2017,November,6,84.0,pm25
1009,2017/11/7,29.0, ,18.0, , , 2,2017,November,7,84.0,pm25
1010,2017/11/8,32.0, ,19.0, , , 3,2017,November,8,92.0,pm25
1011,2017/11/9,43.0, ,26.0, , , 1,2017,November,9,113.0,pm25
1012,2017/12/1,28.0, ,17.0, , , 6,2017,December,1,82.0,pm25
1013,2017/12/10,37.0, ,23.0, , , 1,2017,December,10,103.0,pm25
1014,2017/12/11,25.0, ,21.0, , , 2,2017,December,11,75.0,pm25
1015,2017/12/12,32.0, ,27.0, , , 1,2017,December,12,92.0,pm25
1016,2017/12/13,25.0, ,, , , ,2017,December,13,,pm25
1017,2017/12/14,, ,24.0, , , 1,2017,December,14,20.338983050847457,o3
1018,2017/12/2,41.0, ,16.0, , , 5,2017,December,2,110.0,pm25
1019,2017/12/21,, ,15.0, , , 2,2017,December,21,12.711864406779661,o3
1020,2017/12/22,33.0, ,14.0, , , 2,2017,December,22,94.0,pm25
1021,2017/12/23,40.0, ,23.0, , , 2,2017,December,23,108.0,pm25
1022,2017/12/24,33.0, ,22.0, , , 1,2017,December,24,94.0,pm25
1023,2017/12/25,23.0, ,28.0, , , 1,2017,December,25,70.0,pm25
1024,2017/12/26,26.0, ,26.0, , , 2,2017,December,26,77.0,pm25
1025,2017/12/27,27.0, ,20.0, , , 6,2017,December,27,79.0,pm25
1026,2017/12/28,54.0, ,21.0, , , 5,2017,December,28,131.0,pm25
1027,2017/12/29,51.0, ,18.0, , , 2,2017,December,29,126.0,pm25
1028,2017/12/3,52.0, ,20.0, , , 7,2017,December,3,128.0,pm25
1029,2017/12/30,36.0, ,24.0, , , 1,2017,December,30,102.0,pm25
1030,2017/12/31,28.0, ,26.0, , , 3,2017,December,31,82.0,pm25
1031,2017/12/4,62.0, ,28.0, , , 2,2017,December,4,144.0,pm25
1032,2017/12/5,43.0, ,25.0, , , 1,2017,December,5,113.0,pm25
1033,2017/12/6,22.0, ,23.0, , , 1,2017,December,6,67.0,pm25
1034,2017/12/7,22.0, ,24.0, , , 1,2017,December,7,67.0,pm25
1035,2017/12/8,24.0, ,19.0, , , 2,2017,December,8,72.0,pm25
1036,2017/12/9,30.0, ,18.0, , , 2,2017,December,9,87.0,pm25
1037,2017/2/1,34.0, ,25.0, , 1, 1,2017,February,1,97.0,pm25
1038,2017/2/10,30.0, ,23.0, , 1, 1,2017,February,10,87.0,pm25
1039,2017/2/11,36.0, ,18.0, , 1, 2,2017,February,11,102.0,pm25
1040,2017/2/12,53.0, ,33.0, , , 1,2017,February,12,130.0,pm25
1041,2017/2/13,38.0, ,32.0, , 2, 1,2017,February,13,105.0,pm25
1042,2017/2/14,21.0, ,32.0, , 1, ,2017,February,14,65.0,pm25
1043,2017/2/15,19.0, ,30.0, , , ,2017,February,15,60.0,pm25
1044,2017/2/16,26.0, ,30.0, , , 1,2017,February,16,77.0,pm25
1045,2017/2/17,24.0, ,18.0, , 2, 3,2017,February,17,72.0,pm25
1046,2017/2/18,51.0, ,30.0, , 1, 1,2017,February,18,126.0,pm25
1047,2017/2/19,41.0, ,31.0, , , 4,2017,February,19,110.0,pm25
1048,2017/2/2,27.0, ,28.0, , , ,2017,February,2,79.0,pm25
1049,2017/2/20,47.0, ,30.0, , , 2,2017,February,20,120.0,pm25
1050,2017/2/21,40.0, ,20.0, , , 1,2017,February,21,108.0,pm25
1051,2017/2/22,49.0, ,27.0, , , 1,2017,February,22,123.0,pm25
1052,2017/2/23,59.0, ,19.0, , , ,2017,February,23,140.0,pm25
1053,2017/2/24,29.0, ,19.0, , , 1,2017,February,24,84.0,pm25
1054,2017/2/25,18.0, ,26.0, , , ,2017,February,25,57.0,pm25
1055,2017/2/26,21.0, ,29.0, , , 1,2017,February,26,65.0,pm25
1056,2017/2/27,31.0, ,27.0, , 1, 3,2017,February,27,89.0,pm25
1057,2017/2/28,43.0, ,20.0, , , 1,2017,February,28,113.0,pm25
1058,2017/2/3,26.0, ,30.0, , , 1,2017,February,3,77.0,pm25
1059,2017/2/4,26.0, ,26.0, , 1, 3,2017,February,4,77.0,pm25
1060,2017/2/5,33.0, ,24.0, , 1, 1,2017,February,5,94.0,pm25
1061,2017/2/6,39.0, ,20.0, , 1, 3,2017,February,6,107.0,pm25
1062,2017/2/7,58.0, ,18.0, , , 2,2017,February,7,138.0,pm25
1063,2017/2/8,42.0, ,28.0, , , ,2017,February,8,112.0,pm25
1064,2017/2/9,22.0, ,28.0, , , ,2017,February,9,67.0,pm25
1065,2017/3/1,43.0, ,32.0, , , 1,2017,March,1,113.0,pm25
1066,2017/3/10,24.0, ,29.0, , , 1,2017,March,10,72.0,pm25
1067,2017/3/11,24.0, ,31.0, , , 1,2017,March,11,72.0,pm25
1068,2017/3/12,24.0, ,30.0, , , 1,2017,March,12,72.0,pm25
1069,2017/3/13,26.0, ,26.0, , , 2,2017,March,13,77.0,pm25
1070,2017/3/14,33.0, ,29.0, , 1, 2,2017,March,14,94.0,pm25
1071,2017/3/15,29.0, ,31.0, , , 2,2017,March,15,84.0,pm25
1072,2017/3/16,30.0, ,33.0, , , 3,2017,March,16,87.0,pm25
1073,2017/3/17,41.0, ,23.0, , , 3,2017,March,17,110.0,pm25
1074,2017/3/18,45.0, ,15.0, , , 2,2017,March,18,117.0,pm25
1075,2017/3/19,30.0, ,32.0, , , 2,2017,March,19,87.0,pm25
1076,2017/3/2,18.0, ,30.0, , , 1,2017,March,2,57.0,pm25
1077,2017/3/20,29.0, ,26.0, , , 2,2017,March,20,84.0,pm25
1078,2017/3/21,42.0, ,32.0, , , 2,2017,March,21,112.0,pm25
1079,2017/3/22,31.0, ,32.0, , , 1,2017,March,22,89.0,pm25
1080,2017/3/23,30.0, ,32.0, , , 2,2017,March,23,87.0,pm25
1081,2017/3/24,30.0, ,33.0, , 1, 2,2017,March,24,87.0,pm25
1082,2017/3/25,52.0, ,24.0, , , 1,2017,March,25,128.0,pm25
1083,2017/3/26,20.0, ,19.0, , , 1,2017,March,26,62.0,pm25
1084,2017/3/27,41.0, ,19.0, , 2, 1,2017,March,27,110.0,pm25
1085,2017/3/28,24.0, ,21.0, , , 1,2017,March,28,72.0,pm25
1086,2017/3/29,34.0, ,29.0, , 1, 2,2017,March,29,97.0,pm25
1087,2017/3/3,22.0, ,31.0, , , 1,2017,March,3,67.0,pm25
1088,2017/3/30,35.0, ,25.0, , , 1,2017,March,30,99.0,pm25
1089,2017/3/31,37.0, ,26.0, , , 2,2017,March,31,103.0,pm25
1090,2017/3/4,28.0, ,32.0, , , 1,2017,March,4,82.0,pm25
1091,2017/3/5,27.0, ,27.0, , 1, 1,2017,March,5,79.0,pm25
1092,2017/3/6,30.0, ,24.0, , 60, 1,2017,March,6,87.0,pm25
1093,2017/3/7,41.0, ,31.0, , , 1,2017,March,7,110.0,pm25
1094,2017/3/8,35.0, ,32.0, , , 1,2017,March,8,99.0,pm25
1095,2017/3/9,24.0, ,29.0, , , 1,2017,March,9,72.0,pm25
1096,2017/4/1,34.0, ,34.0, , 1, 2,2017,April,1,97.0,pm25
1097,2017/4/10,43.0, ,38.0, , , 1,2017,April,10,113.0,pm25
1098,2017/4/11,42.0, ,25.0, , , 1,2017,April,11,112.0,pm25
1099,2017/4/12,18.0, ,33.0, , , 1,2017,April,12,57.0,pm25
1100,2017/4/13,16.0, ,24.0, , , 2,2017,April,13,52.0,pm25
1101,2017/4/14,26.0, ,41.0, , , 1,2017,April,14,77.0,pm25
1102,2017/4/15,27.0, ,46.0, , , 1,2017,April,15,79.0,pm25
1103,2017/4/16,47.0, ,36.0, , , 1,2017,April,16,120.0,pm25
1104,2017/4/17,21.0, ,34.0, , , 1,2017,April,17,65.0,pm25
1105,2017/4/18,24.0, ,42.0, , , 1,2017,April,18,72.0,pm25
1106,2017/4/19,24.0, ,28.0, , , 1,2017,April,19,72.0,pm25
1107,2017/4/2,34.0, ,36.0, , 1, 2,2017,April,2,97.0,pm25
1108,2017/4/20,34.0, ,22.0, , , 1,2017,April,20,97.0,pm25
1109,2017/4/21,24.0, ,26.0, , , 1,2017,April,21,72.0,pm25
1110,2017/4/22,15.0, ,34.0, , , 1,2017,April,22,49.0,pm25
1111,2017/4/23,23.0, ,41.0, , , 2,2017,April,23,70.0,pm25
1112,2017/4/24,41.0, ,48.0, , , 1,2017,April,24,110.0,pm25
1113,2017/4/25,24.0, ,36.0, , , 1,2017,April,25,72.0,pm25
1114,2017/4/26,30.0, ,46.0, , , 1,2017,April,26,87.0,pm25
1115,2017/4/27,37.0, ,25.0, , , 1,2017,April,27,103.0,pm25
1116,2017/4/28,26.0, ,26.0, , , 1,2017,April,28,77.0,pm25
1117,2017/4/29,32.0, ,32.0, , , 1,2017,April,29,92.0,pm25
1118,2017/4/3,53.0, ,25.0, , , 1,2017,April,3,130.0,pm25
1119,2017/4/30,23.0, ,31.0, , , ,2017,April,30,70.0,pm25
1120,2017/4/4,48.0, ,30.0, , , 1,2017,April,4,121.0,pm25
1121,2017/4/5,29.0, ,30.0, , , 3,2017,April,5,84.0,pm25
1122,2017/4/6,23.0, ,28.0, , , 1,2017,April,6,70.0,pm25
1123,2017/4/7,15.0, ,33.0, , , 1,2017,April,7,49.0,pm25
1124,2017/4/8,15.0, ,41.0, , , 2,2017,April,8,49.0,pm25
1125,2017/4/9,29.0, ,45.0, , , 1,2017,April,9,84.0,pm25
1126,2017/5/1,10.0, ,27.0, , 1, 1,2017,May,1,32.0,pm25
