,date, pm25, pm10, o3, no2, so2, co,Year,Month,Day,AQI,Type
1736,2019/12/12,32.0, ,16.0, , 1, 3,2019,December,12,92.0,pm25
1737,2019/12/13,29.0, ,9.0, , 1, 5,2019,December,13,84.0,pm25
1738,2019/12/14,, ,16.0, , , 5,2019,December,14,13.559322033898304,o3
1739,2019/12/15,, ,22.0, , , 2,2019,December,15,18.64406779661017,o3
1740,2019/12/16,, ,16.0, , , 4,2019,December,16,13.559322033898304,o3
1741,2019/12/17,, ,22.0, , , 3,2019,December,17,18.64406779661017,o3
1742,2019/12/18,32.0, ,26.0, , , 3,2019,December,18,92.0,pm25
1743,2019/12/19,32.0, ,18.0, , 1, 4,2019,December,19,92.0,pm25
1744,2019/12/2,20.0, ,25.0, , , 4,2019,December,2,62.0,pm25
1745,2019/12/20,40.0, ,15.0, , 1, 4,2019,December,20,108.0,pm25
1746,2019/12/21,54.0, ,16.0, , 1, 6,2019,December,21,131.0,pm25
1747,2019/12/22,46.0, ,24.0, , 1, 6,2019,December,22,118.0,pm25
1748,2019/12/23,42.0, ,15.0, , 1, 7,2019,December,23,112.0,pm25
1749,2019/12/24,50.0, ,15.0, , , 5,2019,December,24,125.0,pm25
1750,2019/12/25,46.0, ,16.0, , 1, 8,2019,December,25,118.0,pm25
1751,2019/12/26,43.0, ,20.0, , , 7,2019,December,26,113.0,pm25
1752,2019/12/27,43.0, ,18.0, , , 4,2019,December,27,113.0,pm25
1753,2019/12/28,29.0, ,15.0, , , 2,2019,December,28,84.0,pm25
1754,2019/12/29,39.0, ,13.0, , , 3,2019,December,29,107.0,pm25
1755,2019/12/3,21.0, ,14.0, , , 5,2019,December,3,65.0,pm25
1756,2019/12/30,29.0, ,, , , ,2019,December,30,,pm25
1757,2019/12/4,22.0, ,23.0, , , 5,2019,December,4,67.0,pm25
1758,2019/12/5,25.0, ,21.0, , , 6,2019,December,5,75.0,pm25
1759,2019/12/6,27.0, ,20.0, , , 6,2019,December,6,79.0,pm25
1760,2019/12/7,28.0, ,17.0, , , 7,2019,December,7,82.0,pm25
1761,2019/12/8,27.0, ,19.0, , 1, 6,2019,December,8,79.0,pm25
1762,2019/12/9,35.0, ,14.0, , , 7,2019,December,9,99.0,pm25
1763,2019/2/1,30.0, ,23.0, , , 3,2019,February,1,87.0,pm25
1764,2019/2/10,25.0, ,20.0, , , 2,2019,February,10,75.0,pm25
1765,2019/2/11,35.0, ,24.0, , , 2,2019,February,11,99.0,pm25
1766,2019/2/12,35.0, ,32.0, , , 2,2019,February,12,99.0,pm25
1767,2019/2/13,19.0, ,33.0, , , 1,2019,February,13,60.0,pm25
1768,2019/2/14,24.0, ,18.0, , 1, 2,2019,February,14,72.0,pm25
1769,2019/2/15,31.0, ,27.0, , , 1,2019,February,15,89.0,pm25
1770,2019/2/16,30.0, ,31.0, , , 2,2019,February,16,87.0,pm25
1771,2019/2/17,19.0, ,30.0, , , 2,2019,February,17,60.0,pm25
1772,2019/2/18,27.0, ,30.0, , , 1,2019,February,18,79.0,pm25
1773,2019/2/19,28.0, ,29.0, , , 3,2019,February,19,82.0,pm25
1774,2019/2/2,33.0, ,16.0, , 1, 3,2019,February,2,94.0,pm25
1775,2019/2/20,33.0, ,28.0, , 1, 2,2019,February,20,94.0,pm25
1776,2019/2/21,28.0, ,37.0, , 1, 2,2019,February,21,82.0,pm25
1777,2019/2/22,42.0, ,38.0, , 1, 5,2019,February,22,112.0,pm25
1778,2019/2/23,48.0, ,32.0, , 1, 2,2019,February,23,121.0,pm25
1779,2019/2/24,38.0, ,, , , ,2019,February,24,,pm25
1780,2019/2/25,, ,29.0, , , 1,2019,February,25,24.576271186440678,o3
1781,2019/2/26,33.0, ,26.0, , , 2,2019,February,26,94.0,pm25
1782,2019/2/27,28.0, ,24.0, , , 1,2019,February,27,82.0,pm25
1783,2019/2/28,28.0, ,28.0, , , 1,2019,February,28,82.0,pm25
1784,2019/2/3,56.0, ,15.0, , , 2,2019,February,3,135.0,pm25
1785,2019/2/4,44.0, ,10.0, , 1, 3,2019,February,4,115.0,pm25
1786,2019/2/5,37.0, ,20.0, , , 2,2019,February,5,103.0,pm25
1787,2019/2/6,14.0, ,14.0, , , 2,2019,February,6,45.0,pm25
1788,2019/2/7,26.0, ,22.0, , , 2,2019,February,7,77.0,pm25
1789,2019/2/8,14.0, ,28.0, , , 1,2019,February,8,45.0,pm25
1790,2019/2/9,28.0, ,27.0, , 1, 2,2019,February,9,82.0,pm25
1791,2019/3/1,32.0, ,27.0, , 1, 4,2019,March,1,92.0,pm25
1792,2019/3/10,53.0, ,40.0, , , 1,2019,March,10,130.0,pm25
1793,2019/3/11,32.0, ,40.0, , , 1,2019,March,11,92.0,pm25
1794,2019/3/12,36.0, ,38.0, , 1, 3,2019,March,12,102.0,pm25
1795,2019/3/13,43.0, ,27.0, , , 1,2019,March,13,113.0,pm25
1796,2019/3/14,35.0, ,30.0, , , ,2019,March,14,99.0,pm25
1797,2019/3/15,34.0, ,32.0, , , ,2019,March,15,97.0,pm25
1798,2019/3/16,24.0, ,31.0, , , ,2019,March,16,72.0,pm25
1799,2019/3/17,21.0, ,32.0, , , 3,2019,March,17,65.0,pm25
1800,2019/3/18,34.0, ,34.0, , 1, 3,2019,March,18,97.0,pm25
1801,2019/3/19,43.0, ,36.0, , 1, 3,2019,March,19,113.0,pm25
1802,2019/3/2,47.0, ,36.0, , , 1,2019,March,2,120.0,pm25
1803,2019/3/20,39.0, ,26.0, , , 2,2019,March,20,107.0,pm25
1804,2019/3/21,45.0, ,29.0, , , 2,2019,March,21,117.0,pm25
1805,2019/3/22,37.0, ,28.0, , , 1,2019,March,22,103.0,pm25
1806,2019/3/23,22.0, ,35.0, , 1, 1,2019,March,23,67.0,pm25
1807,2019/3/24,25.0, ,38.0, , 1, 2,2019,March,24,75.0,pm25
1808,2019/3/25,43.0, ,31.0, , , 1,2019,March,25,113.0,pm25
1809,2019/3/26,20.0, ,34.0, , 1, 2,2019,March,26,62.0,pm25
1810,2019/3/27,29.0, ,37.0, , , 2,2019,March,27,84.0,pm25
1811,2019/3/28,38.0, ,33.0, , 1, 1,2019,March,28,105.0,pm25
1812,2019/3/29,44.0, ,32.0, , , 1,2019,March,29,115.0,pm25
1813,2019/3/3,31.0, ,27.0, , , 1,2019,March,3,89.0,pm25
1814,2019/3/30,25.0, ,34.0, , , 1,2019,March,30,75.0,pm25
1815,2019/3/31,23.0, ,33.0, , , 1,2019,March,31,70.0,pm25
1816,2019/3/4,21.0, ,30.0, , , ,2019,March,4,65.0,pm25
1817,2019/3/5,29.0, ,31.0, , , 1,2019,March,5,84.0,pm25
1818,2019/3/6,29.0, ,39.0, , , 1,2019,March,6,84.0,pm25
1819,2019/3/7,27.0, ,33.0, , , 2,2019,March,7,79.0,pm25
1820,2019/3/8,32.0, ,34.0, , , 4,2019,March,8,92.0,pm25
1821,2019/3/9,39.0, ,36.0, , 1, 3,2019,March,9,107.0,pm25
1822,2019/4/1,20.0, ,32.0, , 1, 1,2019,April,1,62.0,pm25
1823,2019/4/10,24.0, ,26.0, , , 1,2019,April,10,72.0,pm25
1824,2019/4/11,17.0, ,27.0, , , 1,2019,April,11,55.0,pm25
1825,2019/4/12,13.0, ,31.0, , , 1,2019,April,12,42.0,pm25
1826,2019/4/13,21.0, ,34.0, , 1, 1,2019,April,13,65.0,pm25
1827,2019/4/14,15.0, ,28.0, , , 1,2019,April,14,49.0,pm25
1828,2019/4/15,10.0, ,36.0, , 1, 1,2019,April,15,32.0,pm25
1829,2019/4/16,20.0, ,28.0, , 1, 2,2019,April,16,62.0,pm25
1830,2019/4/17,33.0, ,31.0, , , 1,2019,April,17,94.0,pm25
1831,2019/4/18,29.0, ,28.0, , , 1,2019,April,18,84.0,pm25
1832,2019/4/19,26.0, ,30.0, , , 1,2019,April,19,77.0,pm25
1833,2019/4/2,28.0, ,33.0, , 1, 1,2019,April,2,82.0,pm25
1834,2019/4/20,13.0, ,37.0, , , 1,2019,April,20,42.0,pm25
1835,2019/4/21,15.0, ,39.0, , , 1,2019,April,21,49.0,pm25
1836,2019/4/22,29.0, ,42.0, , , 1,2019,April,22,84.0,pm25
1837,2019/4/23,26.0, ,33.0, , , 1,2019,April,23,77.0,pm25
1838,2019/4/24,23.0, ,35.0, , , 2,2019,April,24,70.0,pm25
1839,2019/4/25,23.0, ,41.0, , 1, 2,2019,April,25,70.0,pm25
1840,2019/4/26,34.0, ,35.0, , , 1,2019,April,26,97.0,pm25
1841,2019/4/27,27.0, ,35.0, , , 1,2019,April,27,79.0,pm25
1842,2019/4/28,22.0, ,34.0, , , 1,2019,April,28,67.0,pm25
1843,2019/4/29,23.0, ,30.0, , , 1,2019,April,29,70.0,pm25
1844,2019/4/3,36.0, ,35.0, , 1, 1,2019,April,3,102.0,pm25
1845,2019/4/30,28.0, ,23.0, , , 1,2019,April,30,82.0,pm25
1846,2019/4/4,29.0, ,28.0, , 1, 1,2019,April,4,84.0,pm25
1847,2019/4/5,33.0, ,23.0, , 1, 1,2019,April,5,94.0,pm25
1848,2019/4/6,43.0, ,40.0, , 1, 2,2019,April,6,113.0,pm25
1849,2019/4/7,53.0, ,37.0, , 1, 1,2019,April,7,130.0,pm25
1850,2019/4/8,48.0, ,34.0, , 1, 1,2019,April,8,121.0,pm25
1851,2019/4/9,16.0, ,33.0, , , 1,2019,April,9,52.0,pm25
1852,2019/5/1,27.0, ,29.0, , , 1,2019,May,1,79.0,pm25
1853,2019/5/10,27.0, ,29.0, , , 1,2019,May,10,79.0,pm25
1854,2019/5/11,16.0, ,31.0, , , 1,2019,May,11,52.0,pm25
1855,2019/5/12,23.0, ,32.0, , , 1,2019,May,12,70.0,pm25
1856,2019/5/13,18.0, ,24.0, , , 1,2019,May,13,57.0,pm25
1857,2019/5/14,20.0, ,36.0, , 1, 1,2019,May,14,62.0,pm25
1858,2019/5/15,25.0, ,40.0, , 1, 2,2019,May,15,75.0,pm25
1859,2019/5/16,44.0, ,35.0, , 1, 2,2019,May,16,115.0,pm25
1860,2019/5/17,45.0, ,14.0, , , 2,2019,May,17,117.0,pm25
1861,2019/5/18,55.0, ,, , , ,2019,May,18,,pm25
1862,2019/5/2,19.0, ,21.0, , , 1,2019,May,2,60.0,pm25
1863,2019/5/20,, ,18.0, , , 1,2019,May,20,15.254237288135592,o3
1864,2019/5/21,15.0, ,28.0, , , 1,2019,May,21,49.0,pm25
1865,2019/5/22,18.0, ,40.0, , 1, 1,2019,May,22,57.0,pm25
1866,2019/5/23,32.0, ,34.0, , , 1,2019,May,23,92.0,pm25
1867,2019/5/24,28.0, ,17.0, , , 2,2019,May,24,82.0,pm25
1868,2019/5/25,29.0, ,38.0, , , 1,2019,May,25,84.0,pm25
1869,2019/5/26,31.0, ,29.0, , , 1,2019,May,26,89.0,pm25
1870,2019/5/27,22.0, ,7.0, , , 2,2019,May,27,67.0,pm25
1871,2019/5/28,53.0, ,21.0, , 1, 1,2019,May,28,130.0,pm25
1872,2019/5/29,30.0, ,23.0, , , 1,2019,May,29,87.0,pm25
1873,2019/5/3,18.0, ,21.0, , , 1,2019,May,3,57.0,pm25
1874,2019/5/30,23.0, ,34.0, , 1, 2,2019,May,30,70.0,pm25
1875,2019/5/31,29.0, ,54.0, , 1, 2,2019,May,31,84.0,pm25
1876,2019/5/4,15.0, ,34.0, , , 2,2019,May,4,49.0,pm25
1877,2019/5/5,26.0, ,42.0, , , 2,2019,May,5,77.0,pm25
1878,2019/5/6,43.0, ,37.0, , , 1,2019,May,6,113.0,pm25
1879,2019/5/7,36.0, ,28.0, , , 1,2019,May,7,102.0,pm25
1880,2019/5/8,20.0, ,31.0, , , 1,2019,May,8,62.0,pm25
1881,2019/5/9,15.0, ,33.0, , , 1,2019,May,9,49.0,pm25
1882,2019/6/1,34.0, ,30.0, , , 1,2019,June,1,97.0,pm25
1883,2019/6/10,44.0, ,22.0, , , 3,2019,June,10,115.0,pm25
1884,2019/6/11,17.0, ,43.0, , 1, 3,2019,June,11,55.0,pm25
1885,2019/6/12,26.0, ,40.0, , , 4,2019,June,12,77.0,pm25
1886,2019/6/13,37.0, ,26.0, , , 4,2019,June,13,103.0,pm25
1887,2019/6/14,21.0, ,43.0, , , 4,2019,June,14,65.0,pm25
1888,2019/6/15,25.0, ,37.0, , , 5,2019,June,15,75.0,pm25
1889,2019/6/16,47.0, ,22.0, , , 5,2019,June,16,120.0,pm25
1890,2019/6/17,18.0, ,23.0, , , 6,2019,June,17,57.0,pm25
1891,2019/6/18,31.0, ,43.0, , , 4,2019,June,18,89.0,pm25
1892,2019/6/19,35.0, ,32.0, , , 3,2019,June,19,99.0,pm25
1893,2019/6/2,51.0, ,27.0, , , 1,2019,June,2,126.0,pm25
1894,2019/6/20,36.0, ,23.0, , , 3,2019,June,20,102.0,pm25
1895,2019/6/21,28.0, ,28.0, , , 5,2019,June,21,82.0,pm25
1896,2019/6/22,36.0, ,27.0, , , 4,2019,June,22,102.0,pm25
1897,2019/6/23,21.0, ,35.0, , , 4,2019,June,23,65.0,pm25
1898,2019/6/24,29.0, ,35.0, , , 5,2019,June,24,84.0,pm25
1899,2019/6/25,23.0, ,43.0, , , 6,2019,June,25,70.0,pm25
1900,2019/6/26,29.0, ,39.0, , 1, 5,2019,June,26,84.0,pm25
1901,2019/6/27,33.0, ,, , 1, 2,2019,June,27,,pm25
1902,2019/6/28,44.0, ,46.0, , , 3,2019,June,28,115.0,pm25
1903,2019/6/29,46.0, ,42.0, , , 4,2019,June,29,118.0,pm25
1904,2019/6/3,25.0, ,18.0, , , ,2019,June,3,75.0,pm25
1905,2019/6/30,41.0, ,39.0, , , 5,2019,June,30,110.0,pm25
1906,2019/6/4,13.0, ,43.0, , 1, 2,2019,June,4,42.0,pm25
1907,2019/6/5,41.0, ,43.0, , , 2,2019,June,5,110.0,pm25
1908,2019/6/6,38.0, ,39.0, , , 2,2019,June,6,105.0,pm25
1909,2019/6/7,45.0, ,44.0, , , 2,2019,June,7,117.0,pm25
1910,2019/6/8,38.0, ,42.0, , 1, 2,2019,June,8,105.0,pm25
1911,2019/6/9,31.0, ,27.0, , , 2,2019,June,9,89.0,pm25
1912,2019/7/1,41.0, ,41.0, , , 5,2019,July,1,110.0,pm25
1913,2019/7/10,48.0, ,50.0, , , 4,2019,July,10,121.0,pm25
1914,2019/7/11,44.0, ,30.0, , , 2,2019,July,11,115.0,pm25
1915,2019/7/12,20.0, ,32.0, , 2, 3,2019,July,12,62.0,pm25
1916,2019/7/13,31.0, ,38.0, , , 4,2019,July,13,89.0,pm25
1917,2019/7/14,42.0, ,29.0, , , 4,2019,July,14,112.0,pm25
1918,2019/7/15,27.0, ,41.0, , 1, 5,2019,July,15,79.0,pm25
1919,2019/7/16,40.0, ,29.0, , , 5,2019,July,16,108.0,pm25
1920,2019/7/17,41.0, ,34.0, , , 6,2019,July,17,110.0,pm25
1921,2019/7/18,44.0, ,38.0, , , 5,2019,July,18,115.0,pm25
1922,2019/7/19,37.0, ,56.0, , , 3,2019,July,19,103.0,pm25
1923,2019/7/2,35.0, ,43.0, , , 6,2019,July,2,99.0,pm25
1924,2019/7/20,52.0, ,34.0, , , 3,2019,July,20,128.0,pm25
1925,2019/7/21,28.0, ,29.0, , , 3,2019,July,21,82.0,pm25
1926,2019/7/22,20.0, ,21.0, , , 4,2019,July,22,62.0,pm25
1927,2019/7/23,21.0, ,27.0, , 1, 5,2019,July,23,65.0,pm25
1928,2019/7/24,32.0, ,26.0, , , 5,2019,July,24,92.0,pm25
1929,2019/7/25,27.0, ,42.0, , 1, 6,2019,July,25,79.0,pm25
1930,2019/7/26,44.0, ,45.0, , 1, 7,2019,July,26,115.0,pm25
1931,2019/7/27,52.0, ,47.0, , 1, 7,2019,July,27,128.0,pm25
1932,2019/7/28,56.0, ,56.0, , , 8,2019,July,28,135.0,pm25
1933,2019/7/29,54.0, ,40.0, , 1, 8,2019,July,29,131.0,pm25
1934,2019/7/3,35.0, ,34.0, , , 4,2019,July,3,99.0,pm25
1935,2019/7/30,51.0, ,32.0, , , 8,2019,July,30,126.0,pm25
1936,2019/7/31,23.0, ,30.0, , , 5,2019,July,31,70.0,pm25
1937,2019/7/4,30.0, ,45.0, , , 2,2019,July,4,87.0,pm25
1938,2019/7/5,48.0, ,41.0, , , 3,2019,July,5,121.0,pm25
1939,2019/7/6,55.0, ,33.0, , , 4,2019,July,6,133.0,pm25
1940,2019/7/7,48.0, ,27.0, , , 4,2019,July,7,121.0,pm25
1941,2019/7/8,43.0, ,30.0, , , 5,2019,July,8,113.0,pm25
1942,2019/7/9,30.0, ,53.0, , , 6,2019,July,9,87.0,pm25
1943,2019/8/1,16.0, ,34.0, , , 2,2019,August,1,52.0,pm25
1944,2019/8/10,25.0, ,, , , ,2019,August,10,,pm25
1945,2019/8/12,, ,44.0, , , 8,2019,August,12,37.28813559322034,o3
1946,2019/8/13,49.0, ,27.0, , , 8,2019,August,13,123.0,pm25
1947,2019/8/14,30.0, ,16.0, , , 8,2019,August,14,87.0,pm25
1948,2019/8/15,22.0, ,21.0, , , 9,2019,August,15,67.0,pm25
1949,2019/8/16,24.0, ,35.0, , , 10,2019,August,16,72.0,pm25
1950,2019/8/17,29.0, ,37.0, , 1, 10,2019,August,17,84.0,pm25
1951,2019/8/18,27.0, ,36.0, , , 10,2019,August,18,79.0,pm25
1952,2019/8/19,24.0, ,34.0, , 1, 11,2019,August,19,72.0,pm25
1953,2019/8/2,25.0, ,44.0, , , 3,2019,August,2,75.0,pm25
1954,2019/8/20,26.0, ,32.0, , 1, 12,2019,August,20,77.0,pm25
1955,2019/8/21,37.0, ,32.0, , , 12,2019,August,21,103.0,pm25
1956,2019/8/22,25.0, ,20.0, , 1, 12,2019,August,22,75.0,pm25
1957,2019/8/23,18.0, ,20.0, , , 12,2019,August,23,57.0,pm25
1958,2019/8/24,18.0, ,20.0, , , 12,2019,August,24,57.0,pm25
1959,2019/8/25,19.0, ,29.0, , 1, 13,2019,August,25,60.0,pm25
1960,2019/8/26,23.0, ,24.0, , 2, 7,2019,August,26,70.0,pm25
1961,2019/8/27,27.0, ,34.0, , , 2,2019,August,27,79.0,pm25
1962,2019/8/28,35.0, ,24.0, , 1, 3,2019,August,28,99.0,pm25
1963,2019/8/29,45.0, ,36.0, , , 4,2019,August,29,117.0,pm25
1964,2019/8/3,34.0, ,44.0, , 2, 4,2019,August,3,97.0,pm25
1965,2019/8/30,31.0, ,29.0, , , 4,2019,August,30,89.0,pm25
1966,2019/8/31,26.0, ,25.0, , , 4,2019,August,31,77.0,pm25
1967,2019/8/4,42.0, ,33.0, , , 4,2019,August,4,112.0,pm25
1968,2019/8/5,46.0, ,39.0, , 1, 5,2019,August,5,118.0,pm25
1969,2019/8/6,35.0, ,42.0, , , 5,2019,August,6,99.0,pm25
1970,2019/8/7,25.0, ,33.0, , 2, 6,2019,August,7,75.0,pm25
1971,2019/8/8,32.0, ,27.0, , , 6,2019,August,8,92.0,pm25
1972,2019/8/9,21.0, ,23.0, , , 6,2019,August,9,65.0,pm25
1973,2019/9/1,29.0, ,19.0, , , 5,2019,September,1,84.0,pm25
1974,2019/9/10,24.0, ,42.0, , , 9,2019,September,10,72.0,pm25
1975,2019/9/11,56.0, ,42.0, , , 10,2019,September,11,135.0,pm25
1976,2019/9/12,54.0, ,17.0, , , 9,2019,September,12,131.0,pm25
1977,2019/9/13,17.0, ,24.0, , , 6,2019,September,13,55.0,pm25
1978,2019/9/14,22.0, ,25.0, , , 2,2019,September,14,67.0,pm25
1979,2019/9/15,22.0, ,30.0, , , 3,2019,September,15,67.0,pm25
1980,2019/9/16,35.0, ,30.0, , , 4,2019,September,16,99.0,pm25
1981,2019/9/17,37.0, ,21.0, , , 4,2019,September,17,103.0,pm25
1982,2019/9/18,29.0, ,35.0, , , 4,2019,September,18,84.0,pm25
1983,2019/9/19,32.0, ,43.0, , , 5,2019,September,19,92.0,pm25
1984,2019/9/2,31.0, ,28.0, , , 5,2019,September,2,89.0,pm25
1985,2019/9/20,32.0, ,46.0, , 1, 7,2019,September,20,92.0,pm25
1986,2019/9/21,57.0, ,32.0, , 1, 7,2019,September,21,136.0,pm25
1987,2019/9/22,57.0, ,28.0, , , 5,2019,September,22,136.0,pm25
1988,2019/9/23,33.0, ,22.0, , , 5,2019,September,23,94.0,pm25
1989,2019/9/24,19.0, ,31.0, , 1, 7,2019,September,24,60.0,pm25
1990,2019/9/25,31.0, ,32.0, , 1, 6,2019,September,25,89.0,pm25
1991,2019/9/26,37.0, ,24.0, , , 4,2019,September,26,103.0,pm25
1992,2019/9/27,21.0, ,21.0, , , 2,2019,September,27,65.0,pm25
1993,2019/9/28,31.0, ,18.0, , , 3,2019,September,28,89.0,pm25
1994,2019/9/29,24.0, ,13.0, , , 2,2019,September,29,72.0,pm25
1995,2019/9/3,38.0, ,30.0, , , 5,2019,September,3,105.0,pm25
1996,2019/9/30,19.0, ,27.0, , , 3,2019,September,30,60.0,pm25
1997,2019/9/4,35.0, ,18.0, , , 6,2019,September,4,99.0,pm25
1998,2019/9/5,22.0, ,30.0, , 1, 6,2019,September,5,67.0,pm25
1999,2019/9/6,24.0, ,22.0, , , 7,2019,September,6,72.0,pm25
2000,2019/9/7,32.0, ,25.0, , 1, 6,2019,September,7,92.0,pm25
2001,2019/9/8,21.0, ,15.0, , , 7,2019,September,8,65.0,pm25
2002,2019/9/9,21.0, ,15.0, , , 7,2019,September,9,65.0,pm25
2003,2020/1/1,, ,24.0, , 1, 3,2020,January,1,20.338983050847457,o3
2004,2020/1/10,27.0, ,, , , 6,2020,January,10,,pm25
2005,2020/1/11,42.0, ,, , , 5,2020,January,11,,pm25
2006,2020/1/12,11.0, ,, , , 5,2020,January,12,,pm25
2007,2020/1/13,23.0, ,, , , 6,2020,January,13,,pm25
2008,2020/1/14,29.0, ,10.0, , , 6,2020,January,14,84.0,pm25
2009,2020/1/15,34.0, ,11.0, , , 5,2020,January,15,97.0,pm25
2010,2020/1/16,38.0, ,21.0, , , 1,2020,January,16,105.0,pm25
2011,2020/1/17,28.0, ,22.0, , , 3,2020,January,17,82.0,pm25
2012,2020/1/18,23.0, ,21.0, , , 2,2020,January,18,70.0,pm25
2013,2020/1/19,14.0, ,29.0, , , 2,2020,January,19,45.0,pm25
2014,2020/1/2,26.0, ,21.0, , 1, 3,2020,January,2,77.0,pm25
2015,2020/1/20,28.0, ,27.0, , , 3,2020,January,20,82.0,pm25
2016,2020/1/21,25.0, ,28.0, , 1, 5,2020,January,21,75.0,pm25
2017,2020/1/22,31.0, ,20.0, , 1, 3,2020,January,22,89.0,pm25
2018,2020/1/23,37.0, ,22.0, , 1, 4,2020,January,23,103.0,pm25
2019,2020/1/24,38.0, ,17.0, , , 4,2020,January,24,105.0,pm25
2020,2020/1/25,35.0, ,17.0, , , 5,2020,January,25,99.0,pm25
2021,2020/1/26,30.0, ,24.0, , , 4,2020,January,26,87.0,pm25
2022,2020/1/27,21.0, ,28.0, , , 4,2020,January,27,65.0,pm25
2023,2020/1/28,20.0, ,24.0, , , 4,2020,January,28,62.0,pm25
2024,2020/1/29,19.0, ,22.0, , , 5,2020,January,29,60.0,pm25
2025,2020/1/3,31.0, ,19.0, , , 4,2020,January,3,89.0,pm25
2026,2020/1/30,26.0, ,20.0, , , 5,2020,January,30,77.0,pm25
2027,2020/1/31,35.0, ,22.0, , , 5,2020,January,31,99.0,pm25
2028,2020/1/4,29.0, ,26.0, , , 4,2020,January,4,84.0,pm25
2029,2020/1/5,20.0, ,24.0, , , 4,2020,January,5,62.0,pm25
2030,2020/1/6,21.0, ,24.0, , 1, 4,2020,January,6,65.0,pm25
2031,2020/1/7,23.0, ,28.0, , , 5,2020,January,7,70.0,pm25
2032,2020/1/8,24.0, ,26.0, , , 4,2020,January,8,72.0,pm25
2033,2020/1/9,24.0, ,, , , 5,2020,January,9,,pm25
2034,2020/10/1,21.0, ,15.0, , , 3,2020,October,1,65.0,pm25
2035,2020/10/10,42.0, ,28.0, , , 2,2020,October,10,112.0,pm25
2036,2020/10/11,53.0, ,22.0, , , 2,2020,October,11,130.0,pm25
2037,2020/10/12,23.0, ,22.0, , , 2,2020,October,12,70.0,pm25
2038,2020/10/13,25.0, ,29.0, , , 3,2020,October,13,75.0,pm25
2039,2020/10/14,17.0, ,31.0, , , 4,2020,October,14,55.0,pm25
2040,2020/10/15,28.0, ,24.0, , , 3,2020,October,15,82.0,pm25
2041,2020/10/16,23.0, ,22.0, , , 3,2020,October,16,70.0,pm25
2042,2020/10/17,27.0, ,25.0, , , 3,2020,October,17,79.0,pm25
2043,2020/10/18,25.0, ,26.0, , , 3,2020,October,18,75.0,pm25
2044,2020/10/19,26.0, ,24.0, , , 4,2020,October,19,77.0,pm25
2045,2020/10/2,18.0, ,20.0, , , 3,2020,October,2,57.0,pm25
2046,2020/10/20,29.0, ,25.0, , , 4,2020,October,20,84.0,pm25
2047,2020/10/21,, ,17.0, , , 4,2020,October,21,14.406779661016948,o3
2048,2020/10/22,, ,19.0, , , 6,2020,October,22,16.101694915254235,o3
2049,2020/10/23,23.0, ,17.0, , , 4,2020,October,23,70.0,pm25
2050,2020/10/24,, ,23.0, , , 4,2020,October,24,19.491525423728813,o3
2051,2020/10/25,, ,23.0, , , 4,2020,October,25,19.491525423728813,o3
2052,2020/10/26,, ,18.0, , , 4,2020,October,26,15.254237288135592,o3
2053,2020/10/27,, ,16.0, , , 5,2020,October,27,13.559322033898304,o3
2054,2020/10/28,, ,23.0, , , 3,2020,October,28,19.491525423728813,o3
2055,2020/10/29,, ,19.0, , , 3,2020,October,29,16.101694915254235,o3
2056,2020/10/3,16.0, ,19.0, , , 5,2020,October,3,52.0,pm25
2057,2020/10/30,16.0, ,27.0, , , ,2020,October,30,52.0,pm25
2058,2020/10/31,19.0, ,26.0, , , ,2020,October,31,60.0,pm25
2059,2020/10/4,29.0, ,20.0, , , 3,2020,October,4,84.0,pm25
2060,2020/10/5,23.0, ,26.0, , 1, 5,2020,October,5,70.0,pm25
2061,2020/10/6,25.0, ,29.0, , 1, 3,2020,October,6,75.0,pm25
2062,2020/10/7,36.0, ,29.0, , , 2,2020,October,7,102.0,pm25
2063,2020/10/8,29.0, ,25.0, , , 4,2020,October,8,84.0,pm25
2064,2020/10/9,28.0, ,43.0, , 1, 2,2020,October,9,82.0,pm25
2065,2020/11/1,37.0, ,25.0, , , ,2020,November,1,103.0,pm25
2066,2020/11/10,39.0, ,29.0, , , 2,2020,November,10,107.0,pm25
2067,2020/11/11,29.0, ,25.0, , , 2,2020,November,11,84.0,pm25
2068,2020/11/12,20.0, ,22.0, , , 4,2020,November,12,62.0,pm25
2069,2020/11/13,52.0, ,21.0, , , 3,2020,November,13,128.0,pm25
2070,2020/11/14,42.0, ,21.0, , , 3,2020,November,14,112.0,pm25
2071,2020/11/15,52.0, ,25.0, , , 3,2020,November,15,128.0,pm25
2072,2020/11/16,39.0, ,24.0, , , 3,2020,November,16,107.0,pm25
2073,2020/11/17,23.0, ,26.0, , , 3,2020,November,17,70.0,pm25
2074,2020/11/18,19.0, ,20.0, , , 4,2020,November,18,60.0,pm25
2075,2020/11/19,34.0, ,30.0, , 1, 1,2020,November,19,97.0,pm25
2076,2020/11/2,16.0, ,23.0, , , 2,2020,November,2,52.0,pm25
2077,2020/11/20,30.0, ,27.0, , 1, 1,2020,November,20,87.0,pm25
2078,2020/11/21,45.0, ,18.0, , , 4,2020,November,21,117.0,pm25
2079,2020/11/22,53.0, ,13.0, , , 3,2020,November,22,130.0,pm25
2080,2020/11/23,62.0, ,21.0, , , 2,2020,November,23,144.0,pm25
2081,2020/11/24,31.0, ,14.0, , , 3,2020,November,24,89.0,pm25
