,date, pm25, pm10, o3, no2, so2, co,Year,Month,Day,AQI,Type
0,2014/10/1,13.0,,20.0, , ,,2014,10,1,20.0,o3
1,2014/10/10,27.0,,20.0, , 1,2.0,2014,10,10,27.0,pm25
2,2014/10/11,31.0,,27.0, , 1,1.0,2014,10,11,31.0,pm25
3,2014/10/12,32.0,,32.0, , 1,2.0,2014,10,12,32.0,pm25
4,2014/10/13,33.0,,22.0, , 1,1.0,2014,10,13,33.0,pm25
5,2014/10/14,42.0,,22.0, , ,,2014,10,14,42.0,pm25
6,2014/10/15,20.0,,13.0, , ,1.0,2014,10,15,20.0,pm25
7,2014/10/16,26.0,,14.0, , 5,1.0,2014,10,16,26.0,pm25
8,2014/10/17,30.0,,17.0, , 1,,2014,10,17,30.0,pm25
9,2014/10/18,30.0,,19.0, , ,,2014,10,18,30.0,pm25
10,2014/10/19,16.0,,21.0, , 1,1.0,2014,10,19,21.0,o3
11,2014/10/2,26.0,,25.0, , ,,2014,10,2,26.0,pm25
12,2014/10/20,27.0,,17.0, , 1,,2014,10,20,27.0,pm25
13,2014/10/21,34.0,,18.0, , 1,1.0,2014,10,21,34.0,pm25
14,2014/10/22,25.0,,23.0, , 1,1.0,2014,10,22,25.0,pm25
15,2014/10/23,32.0,,23.0, , 1,3.0,2014,10,23,32.0,pm25
16,2014/10/24,43.0,,22.0, , 1,2.0,2014,10,24,43.0,pm25
17,2014/10/25,55.0,,32.0, , 2,1.0,2014,10,25,55.0,pm25
18,2014/10/26,40.0,,28.0, , 2,,2014,10,26,40.0,pm25
19,2014/10/27,25.0,,35.0, , 1,1.0,2014,10,27,35.0,o3
20,2014/10/28,44.0,,27.0, , 2,,2014,10,28,44.0,pm25
21,2014/10/29,32.0,,13.0, , 1,,2014,10,29,32.0,pm25
22,2014/10/3,49.0,,26.0, , ,,2014,10,3,49.0,pm25
23,2014/10/30,20.0,,11.0, , 1,1.0,2014,10,30,20.0,pm25
24,2014/10/31,37.0,,28.0, , ,,2014,10,31,37.0,pm25
25,2014/10/4,21.0,,13.0, , 1,,2014,10,4,21.0,pm25
26,2014/10/5,13.0,,22.0, , ,,2014,10,5,22.0,o3
27,2014/10/6,17.0,,18.0, , 2,,2014,10,6,18.0,o3
28,2014/10/7,31.0,,23.0, , 2,,2014,10,7,31.0,pm25
29,2014/10/8,24.0,,27.0, , 1,,2014,10,8,27.0,o3
30,2014/10/9,23.0,,21.0, , 2,1.0,2014,10,9,23.0,pm25
31,2014/11/1,22.0,,25.0, , ,1.0,2014,11,1,25.0,o3
32,2014/11/10,27.0,,23.0, , 1,1.0,2014,11,10,27.0,pm25
33,2014/11/11,38.0,,20.0, , ,,2014,11,11,38.0,pm25
34,2014/11/12,32.0,,24.0, , 1,,2014,11,12,32.0,pm25
35,2014/11/13,21.0,,21.0, , 1,,2014,11,13,21.0,pm25
36,2014/11/14,24.0,,24.0, , 1,,2014,11,14,24.0,pm25
37,2014/11/15,23.0,,21.0, , 1,,2014,11,15,23.0,pm25
38,2014/11/16,47.0,,16.0, , 1,,2014,11,16,47.0,pm25
39,2014/11/17,46.0,,23.0, , 1,,2014,11,17,46.0,pm25
40,2014/11/18,30.0,,28.0, , 1,,2014,11,18,30.0,pm25
41,2014/11/19,24.0,,23.0, , 1,,2014,11,19,24.0,pm25
42,2014/11/2,29.0,,26.0, , 1,3.0,2014,11,2,29.0,pm25
43,2014/11/20,37.0,,28.0, , ,,2014,11,20,37.0,pm25
44,2014/11/21,30.0,,22.0, , 1,,2014,11,21,30.0,pm25
45,2014/11/22,40.0,,13.0, , 1,,2014,11,22,40.0,pm25
46,2014/11/23,53.0,,23.0, , ,1.0,2014,11,23,53.0,pm25
47,2014/11/24,48.0,,16.0, , ,,2014,11,24,48.0,pm25
48,2014/11/25,20.0,,22.0, , ,,2014,11,25,22.0,o3
49,2014/11/26,27.0,,19.0, , ,,2014,11,26,27.0,pm25
50,2014/11/27,42.0,,26.0, , ,,2014,11,27,42.0,pm25
51,2014/11/28,28.0,,24.0, , ,,2014,11,28,28.0,pm25
52,2014/11/29,30.0,,25.0, , 1,,2014,11,29,30.0,pm25
53,2014/11/3,50.0,,26.0, , 1,,2014,11,3,50.0,pm25
54,2014/11/30,42.0,,20.0, , 1,,2014,11,30,42.0,pm25
55,2014/11/4,39.0,,30.0, , ,,2014,11,4,39.0,pm25
56,2014/11/5,47.0,,24.0, , 5,1.0,2014,11,5,47.0,pm25
57,2014/11/6,32.0,,23.0, , 1,,2014,11,6,32.0,pm25
58,2014/11/7,32.0,,20.0, , ,,2014,11,7,32.0,pm25
59,2014/11/8,21.0,,19.0, , ,,2014,11,8,21.0,pm25
60,2014/11/9,24.0,,18.0, , ,,2014,11,9,24.0,pm25
61,2014/12/1,49.0,,24.0, , 1,,2014,12,1,49.0,pm25
62,2014/12/10,29.0,,19.0, , ,,2014,12,10,29.0,pm25
63,2014/12/11,29.0,,21.0, , ,,2014,12,11,29.0,pm25
64,2014/12/12,39.0,,19.0, , 4,,2014,12,12,39.0,pm25
65,2014/12/13,48.0,,17.0, , 2,,2014,12,13,48.0,pm25
66,2014/12/14,49.0,,12.0, , 1,1.0,2014,12,14,49.0,pm25
67,2014/12/15,55.0,,21.0, , 1,,2014,12,15,55.0,pm25
68,2014/12/16,53.0,,16.0, , ,,2014,12,16,53.0,pm25
69,2014/12/17,36.0,,21.0, , 1,,2014,12,17,36.0,pm25
70,2014/12/18,18.0,,19.0, , 1,,2014,12,18,19.0,o3
71,2014/12/19,25.0,,22.0, , ,1.0,2014,12,19,25.0,pm25
72,2014/12/2,29.0,,17.0, , ,,2014,12,2,29.0,pm25
73,2014/12/20,30.0,,16.0, , 1,3.0,2014,12,20,30.0,pm25
74,2014/12/21,59.0,,14.0, , 1,,2014,12,21,59.0,pm25
75,2014/12/22,55.0,,13.0, , 2,,2014,12,22,55.0,pm25
76,2014/12/23,52.0,,8.0, , 1,2.0,2014,12,23,52.0,pm25
77,2014/12/24,50.0,,18.0, , 1,1.0,2014,12,24,50.0,pm25
78,2014/12/25,24.0,,26.0, , ,,2014,12,25,26.0,o3
79,2014/12/26,27.0,,17.0, , 1,1.0,2014,12,26,27.0,pm25
80,2014/12/27,37.0,,17.0, , 1,,2014,12,27,37.0,pm25
81,2014/12/28,29.0,,25.0, , ,,2014,12,28,29.0,pm25
82,2014/12/29,21.0,,, , ,,2014,12,29,21.0,pm25
83,2014/12/3,39.0,,25.0, , ,,2014,12,3,39.0,pm25
84,2014/12/4,33.0,,24.0, , 1,1.0,2014,12,4,33.0,pm25
85,2014/12/5,35.0,,13.0, , 1,1.0,2014,12,5,35.0,pm25
86,2014/12/6,60.0,,23.0, , ,1.0,2014,12,6,60.0,pm25
87,2014/12/7,42.0,,24.0, , 1,,2014,12,7,42.0,pm25
88,2014/12/8,26.0,,16.0, , 1,1.0,2014,12,8,26.0,pm25
89,2014/12/9,44.0,,18.0, , ,1.0,2014,12,9,44.0,pm25
90,2014/6/13,,,30.0, , 1,,2014,6,13,,
91,2014/6/14,22.0,,45.0, , ,1.0,2014,6,14,45.0,o3
92,2014/6/15,35.0,,46.0, , ,1.0,2014,6,15,46.0,o3
93,2014/6/16,40.0,,45.0, , 2,1.0,2014,6,16,45.0,o3
94,2014/6/17,40.0,,39.0, , 4,1.0,2014,6,17,40.0,pm25
95,2014/6/18,45.0,,29.0, , ,1.0,2014,6,18,45.0,pm25
96,2014/6/19,31.0,,31.0, , 1,,2014,6,19,31.0,pm25
97,2014/6/20,39.0,,24.0, , ,1.0,2014,6,20,39.0,pm25
98,2014/6/21,28.0,,39.0, , ,,2014,6,21,39.0,o3
99,2014/6/22,30.0,,39.0, , 7,1.0,2014,6,22,39.0,o3
100,2014/6/23,31.0,,30.0, , 1,1.0,2014,6,23,31.0,pm25
101,2014/6/24,39.0,,34.0, , 7,1.0,2014,6,24,39.0,pm25
102,2014/6/25,40.0,,23.0, , 1,1.0,2014,6,25,40.0,pm25
103,2014/6/26,48.0,,36.0, , 2,1.0,2014,6,26,48.0,pm25
104,2014/6/27,50.0,,42.0, , ,1.0,2014,6,27,50.0,pm25
105,2014/6/28,44.0,,45.0, , ,1.0,2014,6,28,45.0,o3
106,2014/6/29,54.0,,48.0, , 1,,2014,6,29,54.0,pm25
107,2014/6/30,36.0,,39.0, , ,,2014,6,30,39.0,o3
108,2014/7/1,36.0,,36.0, , ,,2014,7,1,36.0,pm25
109,2014/7/10,27.0,,31.0, , ,,2014,7,10,31.0,o3
110,2014/7/11,26.0,,39.0, , 7,1.0,2014,7,11,39.0,o3
111,2014/7/12,41.0,,35.0, , 1,1.0,2014,7,12,41.0,pm25
112,2014/7/13,58.0,,33.0, , ,,2014,7,13,58.0,pm25
113,2014/7/14,34.0,,39.0, , ,1.0,2014,7,14,39.0,o3
114,2014/7/15,52.0,,20.0, , ,,2014,7,15,52.0,pm25
115,2014/7/16,21.0,,20.0, , ,,2014,7,16,21.0,pm25
116,2014/7/17,23.0,,30.0, , 8,,2014,7,17,30.0,o3
117,2014/7/18,35.0,,38.0, , 1,1.0,2014,7,18,38.0,o3
118,2014/7/19,43.0,,47.0, , 1,,2014,7,19,47.0,o3
119,2014/7/2,26.0,,23.0, , 5,,2014,7,2,26.0,pm25
120,2014/7/20,51.0,,61.0, , 4,1.0,2014,7,20,61.0,o3
121,2014/7/21,66.0,,49.0, , 1,2.0,2014,7,21,66.0,pm25
122,2014/7/22,71.0,,48.0, , 1,1.0,2014,7,22,71.0,pm25
123,2014/7/23,68.0,,24.0, , ,,2014,7,23,68.0,pm25
124,2014/7/24,15.0,,26.0, , ,,2014,7,24,26.0,o3
125,2014/7/25,21.0,,38.0, , 1,1.0,2014,7,25,38.0,o3
126,2014/7/26,45.0,,47.0, , 5,1.0,2014,7,26,47.0,o3
127,2014/7/27,59.0,,33.0, , 6,1.0,2014,7,27,59.0,pm25
128,2014/7/28,58.0,,15.0, , ,,2014,7,28,58.0,pm25
129,2014/7/29,18.0,,26.0, , 1,,2014,7,29,26.0,o3
130,2014/7/3,25.0,,25.0, , 2,,2014,7,3,25.0,pm25
131,2014/7/30,35.0,,28.0, , 2,,2014,7,30,35.0,pm25
132,2014/7/31,39.0,,36.0, , 3,1.0,2014,7,31,39.0,pm25
133,2014/7/4,22.0,,27.0, , 5,,2014,7,4,27.0,o3
134,2014/7/5,35.0,,43.0, , 2,2.0,2014,7,5,43.0,o3
135,2014/7/6,98.0,,40.0, , 2,1.0,2014,7,6,98.0,pm25
136,2014/7/7,62.0,,36.0, , 1,,2014,7,7,62.0,pm25
137,2014/7/8,37.0,,31.0, , 10,,2014,7,8,37.0,pm25
138,2014/7/9,32.0,,26.0, , 1,,2014,7,9,32.0,pm25
139,2014/8/1,51.0,,39.0, , 4,1.0,2014,8,1,51.0,pm25
140,2014/8/10,45.0,,45.0, , ,1.0,2014,8,10,45.0,pm25
141,2014/8/11,57.0,,29.0, , 1,1.0,2014,8,11,57.0,pm25
142,2014/8/12,61.0,,26.0, , ,1.0,2014,8,12,61.0,pm25
143,2014/8/13,54.0,,22.0, , 1,1.0,2014,8,13,54.0,pm25
144,2014/8/14,25.0,,24.0, , ,,2014,8,14,25.0,pm25
145,2014/8/15,12.0,,35.0, , 3,,2014,8,15,35.0,o3
146,2014/8/16,31.0,,44.0, , 4,1.0,2014,8,16,44.0,o3
147,2014/8/17,52.0,,22.0, , ,,2014,8,17,52.0,pm25
148,2014/8/18,37.0,,35.0, , 1,,2014,8,18,37.0,pm25
149,2014/8/19,45.0,,24.0, , ,1.0,2014,8,19,45.0,pm25
150,2014/8/2,60.0,,50.0, , 1,2.0,2014,8,2,60.0,pm25
151,2014/8/20,46.0,,32.0, , 5,1.0,2014,8,20,46.0,pm25
152,2014/8/21,36.0,,29.0, , 1,1.0,2014,8,21,36.0,pm25
153,2014/8/22,47.0,,24.0, , ,1.0,2014,8,22,47.0,pm25
154,2014/8/23,52.0,,28.0, , ,,2014,8,23,52.0,pm25
155,2014/8/24,29.0,,31.0, , 1,,2014,8,24,31.0,o3
156,2014/8/25,54.0,,24.0, , ,1.0,2014,8,25,54.0,pm25
157,2014/8/26,58.0,,19.0, , 1,1.0,2014,8,26,58.0,pm25
158,2014/8/27,46.0,,21.0, , ,1.0,2014,8,27,46.0,pm25
159,2014/8/28,29.0,,29.0, , ,1.0,2014,8,28,29.0,pm25
160,2014/8/29,20.0,,29.0, , ,,2014,8,29,29.0,o3
161,2014/8/3,64.0,,48.0, , 7,1.0,2014,8,3,64.0,pm25
162,2014/8/30,45.0,,39.0, , ,,2014,8,30,45.0,pm25
163,2014/8/31,50.0,,31.0, , ,,2014,8,31,50.0,pm25
164,2014/8/4,75.0,,47.0, , 1,1.0,2014,8,4,75.0,pm25
165,2014/8/5,67.0,,, , 1,1.0,2014,8,5,67.0,pm25
166,2014/8/6,60.0,,26.0, , ,1.0,2014,8,6,60.0,pm25
167,2014/8/7,41.0,,28.0, , ,2.0,2014,8,7,41.0,pm25
168,2014/8/8,44.0,,35.0, , 2,1.0,2014,8,8,44.0,pm25
169,2014/8/9,52.0,,38.0, , 2,1.0,2014,8,9,52.0,pm25
170,2014/9/1,36.0,,39.0, , ,,2014,9,1,39.0,o3
171,2014/9/10,40.0,,28.0, , ,,2014,9,10,40.0,pm25
172,2014/9/11,37.0,,17.0, , ,,2014,9,11,37.0,pm25
173,2014/9/12,12.0,,16.0, , ,1.0,2014,9,12,16.0,o3
174,2014/9/13,13.0,,19.0, , ,,2014,9,13,19.0,o3
175,2014/9/14,15.0,,32.0, , ,1.0,2014,9,14,32.0,o3
176,2014/9/15,32.0,,13.0, , ,2.0,2014,9,15,32.0,pm25
177,2014/9/16,42.0,,26.0, , ,1.0,2014,9,16,42.0,pm25
178,2014/9/17,23.0,,33.0, , 1,2.0,2014,9,17,33.0,o3
179,2014/9/18,41.0,,24.0, , 1,1.0,2014,9,18,41.0,pm25
180,2014/9/19,45.0,,32.0, , 1,,2014,9,19,45.0,pm25
181,2014/9/2,45.0,,31.0, , ,,2014,9,2,45.0,pm25
182,2014/9/20,39.0,,36.0, , ,,2014,9,20,39.0,pm25
183,2014/9/21,52.0,,27.0, , ,,2014,9,21,52.0,pm25
184,2014/9/22,21.0,,19.0, , ,,2014,9,22,21.0,pm25
185,2014/9/23,24.0,,27.0, , ,1.0,2014,9,23,27.0,o3
186,2014/9/24,34.0,,36.0, , ,2.0,2014,9,24,36.0,o3
187,2014/9/25,44.0,,36.0, , ,2.0,2014,9,25,44.0,pm25
188,2014/9/26,47.0,,38.0, , 3,2.0,2014,9,26,47.0,pm25
189,2014/9/27,46.0,,36.0, , 1,2.0,2014,9,27,46.0,pm25
190,2014/9/28,51.0,,37.0, , 4,2.0,2014,9,28,51.0,pm25
191,2014/9/29,57.0,,48.0, , 2,3.0,2014,9,29,57.0,pm25
192,2014/9/3,24.0,,39.0, , 2,2.0,2014,9,3,39.0,o3
193,2014/9/30,61.0,,10.0, , ,,2014,9,30,61.0,pm25
194,2014/9/4,40.0,,34.0, , 1,,2014,9,4,40.0,pm25
195,2014/9/5,41.0,,31.0, , ,,2014,9,5,41.0,pm25
196,2014/9/6,49.0,,24.0, , ,,2014,9,6,49.0,pm25
197,2014/9/7,20.0,,33.0, , 2,1.0,2014,9,7,33.0,o3
198,2014/9/8,39.0,,37.0, , 1,1.0,2014,9,8,39.0,pm25
199,2014/9/9,34.0,,42.0, , ,1.0,2014,9,9,42.0,o3
200,2015/1/1,,,24.0, , 2,,2015,1,1,,
201,2015/1/10,25.0,,24.0, , 2,1.0,2015,1,10,25.0,pm25
202,2015/1/11,30.0,,18.0, , 3,1.0,2015,1,11,30.0,pm25
203,2015/1/12,40.0,,27.0, , 1,1.0,2015,1,12,40.0,pm25
204,2015/1/13,36.0,,25.0, , ,3.0,2015,1,13,36.0,pm25
205,2015/1/14,32.0,,13.0, , 3,3.0,2015,1,14,32.0,pm25
206,2015/1/15,61.0,,11.0, , 4,2.0,2015,1,15,61.0,pm25
207,2015/1/16,56.0,,, , ,,2015,1,16,56.0,pm25
208,2015/1/17,,,27.0, , 2,1.0,2015,1,17,,
209,2015/1/18,38.0,,25.0, , 1,,2015,1,18,38.0,pm25
210,2015/1/19,22.0,,20.0, , ,1.0,2015,1,19,22.0,pm25
211,2015/1/2,25.0,,24.0, , 2,2.0,2015,1,2,25.0,pm25
212,2015/1/20,23.0,,21.0, , ,1.0,2015,1,20,23.0,pm25
213,2015/1/21,31.0,,19.0, , ,1.0,2015,1,21,31.0,pm25
214,2015/1/22,,,20.0, , ,1.0,2015,1,22,,
215,2015/1/23,,,14.0, , ,,2015,1,23,,
216,2015/1/24,,,20.0, , ,,2015,1,24,,
217,2015/1/26,,,27.0, , ,1.0,2015,1,26,,
218,2015/1/27,28.0,,27.0, , 2,2.0,2015,1,27,28.0,pm25
219,2015/1/28,39.0,,28.0, , 3,5.0,2015,1,28,39.0,pm25
220,2015/1/29,46.0,,22.0, , 2,1.0,2015,1,29,46.0,pm25
221,2015/1/3,41.0,,12.0, , 1,1.0,2015,1,3,41.0,pm25
222,2015/1/30,43.0,,31.0, , 2,1.0,2015,1,30,43.0,pm25
223,2015/1/31,19.0,,19.0, , 3,1.0,2015,1,31,19.0,pm25
224,2015/1/4,43.0,,27.0, , ,1.0,2015,1,4,43.0,pm25
225,2015/1/5,31.0,,26.0, , 2,1.0,2015,1,5,31.0,pm25
226,2015/1/6,26.0,,28.0, , 1,1.0,2015,1,6,28.0,o3
227,2015/1/7,28.0,,27.0, , ,,2015,1,7,28.0,pm25
228,2015/1/8,26.0,,25.0, , 2,1.0,2015,1,8,26.0,pm25
229,2015/1/9,24.0,,27.0, , 2,,2015,1,9,27.0,o3
230,2015/10/1,,,23.0, , ,,2015,10,1,,
231,2015/10/10,24.0,,30.0, , ,1.0,2015,10,10,30.0,o3
232,2015/10/11,38.0,,38.0, , 1,,2015,10,11,38.0,pm25
233,2015/10/12,38.0,,26.0, , ,,2015,10,12,38.0,pm25
234,2015/10/13,40.0,,16.0, , ,,2015,10,13,40.0,pm25
235,2015/10/14,20.0,,19.0, , ,,2015,10,14,20.0,pm25
236,2015/10/15,21.0,,26.0, , 2,,2015,10,15,26.0,o3
237,2015/10/16,32.0,,20.0, , 1,,2015,10,16,32.0,pm25
238,2015/10/17,26.0,,27.0, , ,,2015,10,17,27.0,o3
239,2015/10/18,22.0,,29.0, , ,2.0,2015,10,18,29.0,o3
240,2015/10/19,37.0,,38.0, , 1,,2015,10,19,38.0,o3
241,2015/10/2,11.0,,23.0, , ,,2015,10,2,23.0,o3
242,2015/10/20,32.0,,37.0, , 1,,2015,10,20,37.0,o3
243,2015/10/21,59.0,,32.0, , ,,2015,10,21,59.0,pm25
244,2015/10/22,58.0,,24.0, , ,,2015,10,22,58.0,pm25
245,2015/10/23,30.0,,21.0, , ,,2015,10,23,30.0,pm25
246,2015/10/24,20.0,,20.0, , ,,2015,10,24,20.0,pm25
247,2015/10/25,38.0,,26.0, , ,,2015,10,25,38.0,pm25
248,2015/10/26,25.0,,24.0, , ,2.0,2015,10,26,25.0,pm25
249,2015/10/27,29.0,,22.0, , 1,1.0,2015,10,27,29.0,pm25
250,2015/10/28,31.0,,20.0, , ,1.0,2015,10,28,31.0,pm25
251,2015/10/29,16.0,,21.0, , ,1.0,2015,10,29,21.0,o3
252,2015/10/3,15.0,,21.0, , ,,2015,10,3,21.0,o3
253,2015/10/30,21.0,,12.0, , 1,4.0,2015,10,30,21.0,pm25
254,2015/10/31,37.0,,13.0, , ,1.0,2015,10,31,37.0,pm25
255,2015/10/4,15.0,,14.0, , ,,2015,10,4,15.0,pm25
256,2015/10/5,31.0,,9.0, , ,,2015,10,5,31.0,pm25
257,2015/10/6,55.0,,17.0, , ,,2015,10,6,55.0,pm25
258,2015/10/7,36.0,,22.0, , ,,2015,10,7,36.0,pm25
259,2015/10/8,35.0,,32.0, , ,,2015,10,8,35.0,pm25
260,2015/10/9,46.0,,20.0, , ,,2015,10,9,46.0,pm25
261,2015/11/1,32.0,,24.0, , ,1.0,2015,11,1,32.0,pm25
262,2015/11/10,56.0,,26.0, , 4,4.0,2015,11,10,56.0,pm25
263,2015/11/11,62.0,,32.0, , 2,4.0,2015,11,11,62.0,pm25
264,2015/11/12,54.0,,23.0, , ,1.0,2015,11,12,54.0,pm25
265,2015/11/13,21.0,,23.0, , ,1.0,2015,11,13,23.0,o3
266,2015/11/14,20.0,,23.0, , ,2.0,2015,11,14,23.0,o3
267,2015/11/15,26.0,,29.0, , 1,2.0,2015,11,15,29.0,o3
268,2015/11/16,39.0,,30.0, , 2,4.0,2015,11,16,39.0,pm25
269,2015/11/17,47.0,,29.0, , 1,1.0,2015,11,17,47.0,pm25
270,2015/11/18,39.0,,27.0, , ,1.0,2015,11,18,39.0,pm25
271,2015/11/19,26.0,,27.0, , 2,1.0,2015,11,19,27.0,o3
272,2015/11/2,26.0,,27.0, , 1,3.0,2015,11,2,27.0,o3
273,2015/11/20,17.0,,26.0, , 1,1.0,2015,11,20,26.0,o3
274,2015/11/21,21.0,,24.0, , ,1.0,2015,11,21,24.0,o3
275,2015/11/22,18.0,,28.0, , 1,1.0,2015,11,22,28.0,o3
276,2015/11/23,19.0,,17.0, , 1,3.0,2015,11,23,19.0,pm25
277,2015/11/24,38.0,,12.0, , 1,6.0,2015,11,24,38.0,pm25
278,2015/11/25,61.0,,24.0, , 1,2.0,2015,11,25,61.0,pm25
279,2015/11/26,54.0,,27.0, , ,1.0,2015,11,26,54.0,pm25
280,2015/11/27,39.0,,24.0, , ,1.0,2015,11,27,39.0,pm25
281,2015/11/28,19.0,,22.0, , ,1.0,2015,11,28,22.0,o3
282,2015/11/29,24.0,,24.0, , ,4.0,2015,11,29,24.0,pm25
283,2015/11/3,42.0,,34.0, , 2,6.0,2015,11,3,42.0,pm25
284,2015/11/30,45.0,,22.0, , ,2.0,2015,11,30,45.0,pm25
285,2015/11/4,59.0,,28.0, , 1,6.0,2015,11,4,59.0,pm25
286,2015/11/5,68.0,,24.0, , 1,3.0,2015,11,5,68.0,pm25
287,2015/11/6,53.0,,25.0, , ,1.0,2015,11,6,53.0,pm25
288,2015/11/7,22.0,,24.0, , ,1.0,2015,11,7,24.0,o3
289,2015/11/8,32.0,,27.0, , ,4.0,2015,11,8,32.0,pm25
290,2015/11/9,49.0,,24.0, , 1,6.0,2015,11,9,49.0,pm25
291,2015/12/1,35.0,,16.0, , ,1.0,2015,12,1,35.0,pm25
292,2015/12/10,46.0,,29.0, , 1,2.0,2015,12,10,46.0,pm25
293,2015/12/11,27.0,,25.0, , 1,2.0,2015,12,11,27.0,pm25
294,2015/12/12,25.0,,11.0, , ,2.0,2015,12,12,25.0,pm25
295,2015/12/13,55.0,,20.0, , ,2.0,2015,12,13,55.0,pm25
296,2015/12/14,39.0,,27.0, , ,1.0,2015,12,14,39.0,pm25
297,2015/12/15,17.0,,18.0, , ,1.0,2015,12,15,18.0,o3
298,2015/12/16,20.0,,14.0, , ,1.0,2015,12,16,20.0,pm25
299,2015/12/17,27.0,,20.0, , 1,1.0,2015,12,17,27.0,pm25
300,2015/12/18,23.0,,25.0, , 1,1.0,2015,12,18,25.0,o3
301,2015/12/19,25.0,,25.0, , ,1.0,2015,12,19,25.0,pm25
302,2015/12/2,31.0,,13.0, , ,1.0,2015,12,2,31.0,pm25
303,2015/12/20,26.0,,24.0, , ,1.0,2015,12,20,26.0,pm25
304,2015/12/21,26.0,,21.0, , ,1.0,2015,12,21,26.0,pm25
305,2015/12/22,27.0,,12.0, , ,2.0,2015,12,22,27.0,pm25
306,2015/12/23,30.0,,28.0, , ,1.0,2015,12,23,30.0,pm25
307,2015/12/24,33.0,,23.0, , ,1.0,2015,12,24,33.0,pm25
308,2015/12/25,34.0,,22.0, , ,3.0,2015,12,25,34.0,pm25
309,2015/12/26,43.0,,22.0, , ,1.0,2015,12,26,43.0,pm25
310,2015/12/27,23.0,,25.0, , ,1.0,2015,12,27,25.0,o3
311,2015/12/28,17.0,,26.0, , ,1.0,2015,12,28,26.0,o3
312,2015/12/29,13.0,,20.0, , ,1.0,2015,12,29,20.0,o3
313,2015/12/3,32.0,,17.0, , ,2.0,2015,12,3,32.0,pm25
314,2015/12/30,25.0,,21.0, , ,1.0,2015,12,30,25.0,pm25
315,2015/12/31,34.0,,26.0, , ,1.0,2015,12,31,34.0,pm25
316,2015/12/4,35.0,,20.0, , ,1.0,2015,12,4,35.0,pm25
317,2015/12/5,37.0,,11.0, , ,2.0,2015,12,5,37.0,pm25
318,2015/12/6,40.0,,13.0, , 2,3.0,2015,12,6,40.0,pm25
319,2015/12/7,55.0,,10.0, , 1,3.0,2015,12,7,55.0,pm25
320,2015/12/8,62.0,,12.0, , ,2.0,2015,12,8,62.0,pm25
321,2015/12/9,54.0,,16.0, , ,2.0,2015,12,9,54.0,pm25
322,2015/2/1,39.0,,28.0, , 1,,2015,2,1,39.0,pm25
323,2015/2/10,38.0,,31.0, , 1,2.0,2015,2,10,38.0,pm25
324,2015/2/11,51.0,,24.0, , 2,1.0,2015,2,11,51.0,pm25
325,2015/2/12,54.0,,27.0, , ,1.0,2015,2,12,54.0,pm25
326,2015/2/13,44.0,,24.0, , 2,1.0,2015,2,13,44.0,pm25
327,2015/2/14,52.0,,27.0, , ,,2015,2,14,52.0,pm25
328,2015/2/15,39.0,,30.0, , ,1.0,2015,2,15,39.0,pm25
329,2015/2/16,45.0,,29.0, , ,1.0,2015,2,16,45.0,pm25
330,2015/2/17,66.0,,24.0, , ,1.0,2015,2,17,66.0,pm25
331,2015/2/18,58.0,,29.0, , ,1.0,2015,2,18,58.0,pm25
332,2015/2/19,41.0,,27.0, , ,2.0,2015,2,19,41.0,pm25
333,2015/2/2,16.0,,27.0, , 2,1.0,2015,2,2,27.0,o3
334,2015/2/20,43.0,,25.0, , 1,3.0,2015,2,20,43.0,pm25
335,2015/2/21,66.0,,24.0, , 2,1.0,2015,2,21,66.0,pm25
336,2015/2/22,85.0,,31.0, , ,1.0,2015,2,22,85.0,pm25
337,2015/2/23,55.0,,29.0, , 2,3.0,2015,2,23,55.0,pm25
338,2015/2/24,65.0,,26.0, , 2,1.0,2015,2,24,65.0,pm25
339,2015/2/25,57.0,,31.0, , ,1.0,2015,2,25,57.0,pm25
340,2015/2/26,27.0,,26.0, , ,1.0,2015,2,26,27.0,pm25
341,2015/2/27,35.0,,26.0, , 2,3.0,2015,2,27,35.0,pm25
342,2015/2/28,46.0,,29.0, , ,2.0,2015,2,28,46.0,pm25
343,2015/2/3,28.0,,18.0, , 2,2.0,2015,2,3,28.0,pm25
344,2015/2/4,46.0,,25.0, , 1,1.0,2015,2,4,46.0,pm25
345,2015/2/5,33.0,,28.0, , 3,3.0,2015,2,5,33.0,pm25
346,2015/2/6,35.0,,27.0, , 4,1.0,2015,2,6,35.0,pm25
347,2015/2/7,40.0,,22.0, , 4,2.0,2015,2,7,40.0,pm25
348,2015/2/8,58.0,,26.0, , 2,2.0,2015,2,8,58.0,pm25
349,2015/2/9,44.0,,25.0, , 2,2.0,2015,2,9,44.0,pm25
350,2015/3/1,49.0,,32.0, , ,1.0,2015,3,1,49.0,pm25
351,2015/3/10,39.0,,23.0, , 1,2.0,2015,3,10,39.0,pm25
352,2015/3/11,66.0,,32.0, , 2,2.0,2015,3,11,66.0,pm25
353,2015/3/12,44.0,,31.0, , 1,1.0,2015,3,12,44.0,pm25
354,2015/3/13,25.0,,33.0, , 3,2.0,2015,3,13,33.0,o3
355,2015/3/14,47.0,,28.0, , 1,1.0,2015,3,14,47.0,pm25
356,2015/3/15,34.0,,30.0, , 3,1.0,2015,3,15,34.0,pm25
357,2015/3/16,27.0,,29.0, , 2,1.0,2015,3,16,29.0,o3
